speechiness,instrumentalness,acousticness,energy,danceability,valence,id,cluster
0.0362,1.34e-06,0.167,0.511,0.739,0.542,2nGFzvICaeEWjIrBrL2RAx,3
0.102,0.0,0.273,0.678,0.713,0.734,7H6ev70Weq6DdpZyyTmUXk,3
0.154,0.0,0.00523,0.961,0.622,0.449,0a7BloCiNzLDD9qSQHh5m7,0
0.0379,0.0293,0.00793,0.808,0.72,0.869,49X0LAl6faAusYq02PRAY6,3
0.141,0.000234,0.201,0.714,0.892,0.817,1AWQoqb9bSvzTjaLralEkT,3
0.042,0.000115,0.00112,0.698,0.652,0.47,5Q0Nhxo0l2bP3pNjpGJwV1,0
0.0294,2.94e-05,0.00552,0.682,0.496,0.474,5GorCbAP4aL0EJ16frG2hd,0
0.0459,0.000188,0.0368,0.82,0.672,0.438,3NZJlJemX3mzjf56MqC5ML,0
0.0432,0.000417,0.00552,0.715,0.276,0.173,5VGlqQANWDKJFl0MBG3sg2,0
0.219,0.0,0.19,0.632,0.888,0.662,2NBQmPrOEEjA8VbeWOQGxO,2
0.112,0.0484,0.000152,0.988,0.467,0.321,70wYA8oYHoMzhRRkARoMhU,0
0.0482,0.0,6.79e-05,0.9,0.487,0.484,00Mb3DuaIH1kjrwOku9CGU,0
0.0314,0.0,0.023,0.814,0.546,0.146,3ZffCQKLFLUvYM59XKLbVm,0
0.255,0.0,0.071,0.862,0.375,0.478,3jlbL2OTD5YmIunYzgQTAN,2
0.0622,0.0,0.073,0.695,0.724,0.235,4fixebDZAVToLbUCuEloa2,0
0.0351,0.285,0.0709,0.803,0.763,0.561,3FtYbEfBqAlGO46NUDQSAt,3
0.0399,0.0,0.00584,0.8,0.706,0.629,3U5JVgI2x4rDyHGObzJfNf,3
0.0259,7.61e-06,0.0794,0.655,0.453,0.368,0ll8uFnc0nANY35E0Lfxvg,0
0.115,0.0,0.522,0.683,0.673,0.713,34ceTg8ChN5HjrqiIYCn9Q,3
0.12,0.0,0.206,0.745,0.956,0.912,04KTF78FFg8sOHC1BADqbY,3
0.0252,0.0,0.0492,0.533,0.557,0.233,3NLrRZoMF0Lx6zTlYqeIo4,0
0.0474,0.0,0.179,0.82,0.768,0.625,2V4bv1fNWfTcyRJKmej6Sj,3
0.0276,1.8e-05,0.851,0.219,0.745,0.635,1zNXF2svmdlNxfS5XeNUgr,4
0.0485,0.000142,0.00154,0.932,0.554,0.478,1vcxF91pWs9uNwDROuiCPB,0
0.0696,9.42e-05,0.000769,0.94,0.366,0.369,5FZxsHWIvUsmSK1IAvm2pp,0
0.0278,1.76e-05,0.633,0.479,0.675,0.454,0vg4WnUWvze6pBOJDTq99k,4
0.0478,1.8e-06,0.0616,0.7,0.85,0.722,3Gf5nttwcX9aaSQXRWidEZ,3
0.0452,0.161,0.0039,0.647,0.649,0.405,3850dYVgOFIXJh5U4BFEWH,0
0.0377,0.000763,0.0164,0.812,0.699,0.662,4dyx5SzxPPaD8xQIid5Wjj,3
0.0628,0.0,0.272,0.72,0.508,0.472,4JehYebiI9JE8sR8MisGVb,0
0.045,6.28e-06,0.00113,0.714,0.423,0.593,1AdYZ6X00nXmO613Y7GJOl,0
0.0916,2.65e-05,0.00957,0.676,0.628,0.75,0VwNdo84DaVYLIkbVO86ND,3
0.0357,0.0,0.188,0.656,0.638,0.225,7wZUrN8oemZfsEd1CGkbXE,0
0.0314,0.0,0.0327,0.934,0.607,0.568,7ElF5zxOwYP4qVSWVvse3W,3
0.0339,0.683,0.0263,0.563,0.766,0.964,3E7ZwUMJFqpsDOJzEkBrQ7,3
0.178,0.0,0.116,0.766,0.74,0.807,7FDV5ELOJHCGLe52AnttEd,3
0.0551,0.0,0.009,0.672,0.72,0.705,3GpbwCm3YxiWDvy29Uo3vP,3
0.0267,0.0,0.0367,0.719,0.558,0.371,5QpaGzWp0hwB5faV8dkbAz,0
0.107,0.0,0.242,0.557,0.908,0.897,3RmKpob8xzv1pzHEQrMJah,3
0.107,0.00355,0.0264,0.97,0.451,0.198,1f2V8U1BiWaC9aJWmpOARe,0
0.0367,0.0,0.332,0.82,0.621,0.452,22PMfvdz35fFKYnJyMn077,0
0.0495,0.000233,0.346,0.85,0.625,0.633,25FTMokYEbEWHEdss5JLZS,3
0.0348,0.0,0.744,0.371,0.772,0.684,6nLvaCZFR1wEzW3sIKpsnr,4
0.0977,0.0,0.00589,0.657,0.884,0.489,0N3W5peJUQtI4eyR6GJT5O,3
0.0415,4.31e-05,0.00125,0.815,0.649,0.765,455AfCsOhhLPRc68sE01D8,3
0.0326,0.000383,0.907,0.172,0.317,0.0963,5FgPwJ7Nh2FVmIXviKl2VF,5
0.052,0.000381,0.147,0.733,0.791,0.761,7jk7gqyEonmVVYahZN5zhW,3
0.102,0.000221,0.000722,0.959,0.56,0.669,45hOioMDJktr86iKDHC8gr,3
0.0518,1.59e-06,0.00141,0.95,0.611,0.607,4eAwB5pnKFTmsgc3zWoYO0,3
0.0309,0.00336,0.448,0.785,0.599,0.52,0mUyMawtxj1CJ76kn9gIZK,4
0.0601,0.0012,0.00132,0.8,0.557,0.582,1sTsuZTdANkiFd7T34H3nb,3
0.0323,0.0,0.259,0.882,0.628,0.853,2T3jgoAMbBXiMMD8pSc6QL,3
0.0324,0.0,0.101,0.864,0.768,0.891,1Je1IMUlBXcx1Fz0WE7oPT,3
0.0402,3.27e-06,0.025,0.873,0.735,0.586,4rTeOSYqwXNz5qPR2DUTFZ,3
0.0353,0.0,0.139,0.727,0.669,0.807,6xkryXuiZU360Lngd4sx13,3
0.0274,5.49e-05,0.34,0.652,0.52,0.722,6kvoHl80mfCVTv7XnZkjQn,3
0.0593,0.0,0.0655,0.514,0.647,0.386,1DIXPcTDzTj8ZMHt3PDt8p,0
0.0362,7.97e-06,0.00125,0.715,0.315,0.497,6Qyc6fS4DsZjB2mRW9DsQs,0
0.234,0.00031,0.16,0.775,0.816,0.527,503OTo2dSqe7qk76rgsbep,2
0.027,0.0,0.257,0.694,0.689,0.482,47BBI51FKFwOMlIiX6m8ya,3
0.0488,0.0,0.0103,0.897,0.434,0.684,2m1hi0nfMR9vdGC8UcrnwU,0
0.0337,3.81e-05,0.00704,0.943,0.523,0.766,4EchqUKQ3qAQuRNKmeIpnf,3
0.0292,0.0,0.161,0.564,0.565,0.454,0jWgAnTrNZmOGmqgvHhZEm,0
0.0291,0.22,0.0163,0.641,0.294,0.226,3YRCqOhFifThpSRFJ1VWFM,0
0.0953,0.000717,0.0251,0.675,0.743,0.59,1KGi9sZVMeszgZOWivFpxs,3
0.0275,0.000679,0.245,0.33,0.42,0.175,1LzNfuep1bnAUR9skqdHCK,4
0.0295,0.00274,0.0779,0.717,0.595,0.547,1G391cbiT3v3Cywg8T7DM1,3
0.0351,0.0,0.315,0.524,0.452,0.246,3ovjw5HZZv43SxTwApooCM,4
0.0307,0.000131,0.202,0.699,0.759,0.907,3MjUtNVVq3C8Fn0MP3zhXa,3
0.0415,0.00444,0.0211,0.739,0.496,0.378,4JiEyzf0Md7KEFFGWDDdCr,0
0.0574,0.000202,0.00316,0.795,0.458,0.513,64BbK9SFKH2jk86U3dGj2P,0
0.0349,5.62e-06,0.845,0.214,0.332,0.11,4eHbdreAnSOrDDsFfc4Fpm,5
0.0692,0.000378,0.0126,0.951,0.391,0.468,4LJhJ6DQS7NwE7UKtvcM52,0
0.0294,0.00837,0.68,0.296,0.663,0.359,7w5AOd6HrDIHewHfpABEss,4
0.032,0.0,0.0395,0.867,0.731,0.776,3cfOd4CMv2snFaKAnMdnvK,3
0.0353,0.0,0.363,0.494,0.585,0.634,1wb4P4F0sxAQ2KXrRvsx6n,4
0.0493,0.0615,0.587,0.861,0.704,0.636,3u5N55tHf7hXATSQrjBh2q,3
0.0283,1.76e-06,0.023,0.749,0.526,0.421,754kgU5rWscRTfvlsuEwFp,0
0.0363,3.06e-06,0.183,0.817,0.578,0.726,5DiXcVovI0FcY2s0icWWUu,3
0.0395,3.42e-05,0.0268,0.765,0.682,0.567,2hnMS47jN0etwvFPzYk11f,3
0.288,0.0,0.303,0.646,0.867,0.67,6MdqqkQ8sSC0WB4i8PyRuQ,2
0.0412,0.0,0.581,0.639,0.657,0.674,6sxptembJVty4sNtcPMAVz,4
0.0548,0.0,0.0082,0.917,0.652,0.459,2goLsvvODILDzeeiT4dAoR,0
0.139,0.0,0.0279,0.29,0.765,0.506,0Q0IVlqMV64kNLlwjPj0Hl,3
0.0352,1.78e-05,0.247,0.709,0.52,0.536,6urCAbunOQI4bLhmGpX7iS,0
0.318,1.12e-06,0.0416,0.68,0.869,0.815,75IN3CtuZwTHTnZvYM4qnJ,2
0.0265,4.87e-05,0.0783,0.434,0.439,0.204,0gEyKnHvgkrkBM6fbeHdwK,0
0.0476,0.0,0.0204,0.862,0.488,0.706,1FkoVC85Ds3mFoK0fVqEqP,3
0.0369,0.00104,0.245,0.534,0.392,0.325,3G69vJMWsX6ZohTykad2AU,0
0.408,0.0,0.103,0.807,0.622,0.892,6x4tKaOzfNJpEJHySoiJcs,2
0.0552,0.667,0.00181,0.882,0.671,0.787,5XVjNRubJUW0iPhhSWpLCj,6
0.0832,0.000142,0.425,0.753,0.483,0.42,15VRO9CQwMpbqUYA7e6Hwg,0
0.0258,9.32e-05,0.0638,0.501,0.36,0.324,63OQupATfueTdZMWTxW03A,0
0.034,0.0,0.0175,0.909,0.531,0.814,1Dr1fXbc2IxaK1Mu8P8Khz,3
0.0312,0.0,0.117,0.659,0.383,0.327,2RChe0r2cMoyOvuKobZy44,0
0.0567,0.000177,6.2e-05,0.927,0.398,0.311,4dVbhS6OiYvFikshyaQaCN,0
0.108,0.0,0.00631,0.833,0.715,0.612,3jDdpx9PMlfMBS5tOBHFm9,3
0.0256,0.0176,0.0724,0.383,0.419,0.35,2a1iMaoWQ5MnvLFBDv4qkf,0
0.0397,0.224,0.0167,0.879,0.812,0.962,5ZrDlcxIDZyjOzHdYW1ydr,3
0.034,0.000187,0.0647,0.886,0.575,0.609,1Jaah2tmN9Hv81A87KZ1MU,3
0.216,1.65e-06,0.304,0.521,0.849,0.763,7nYvUtkQMx1v80S2FH2s9J,2
0.0312,5.33e-06,0.732,0.276,0.428,0.0382,33LC84JgLvK2KuW43MfaNq,5
0.0414,0.0,0.644,0.477,0.663,0.643,1yr9HpAu3prvxmq783ZELn,4
0.0252,0.0,0.0344,0.636,0.704,0.89,7aQjPecQdIuNd1sz3KCDhD,3
0.0333,0.0,0.165,0.662,0.383,0.138,225xvV8r1yKMHErSWivnow,0
0.0302,0.0,0.17,0.901,0.621,0.744,1Cwsd5xI8CajJz795oy4XF,3
0.361,0.0,0.209,0.706,0.6,0.58,4IYKjN1DrYzxKXt0umJqsG,2
0.0255,0.0248,0.615,0.324,0.467,0.166,6PypGyiu0Y2lCDBN1XZEnP,5
0.0548,7.98e-05,0.00547,0.625,0.798,0.858,6kWJvPfC4DgUpRsXKNa9z9,3
0.0384,0.0,0.0868,0.866,0.37,0.427,74irxdVWstNlEQjsvArITq,0
0.0287,0.0,0.403,0.698,0.555,0.816,013AWvizllIUEC2FOBzOnh,3
0.245,0.0,0.0393,0.505,0.535,0.495,0uEp9E98JB5awlA084uaIg,2
0.0759,2.1e-06,0.0128,0.884,0.845,0.904,4INDiWSKvqSKDEu7mh8HFz,3
0.102,0.0,0.088,0.895,0.723,0.963,3SFXsFpeGmBTtQvKiwYMDA,3
0.29,0.0,0.00182,0.821,0.669,0.684,5Tbpp3OLLClPJF8t1DmrFD,2
0.0476,0.0,0.00414,0.954,0.425,0.933,0Ph6L4l8dYUuXFmb71Ajnd,3
0.0327,0.0,0.314,0.467,0.615,0.177,28UMiBhn383n9S7GL4tsxD,4
0.0305,0.0,0.684,0.533,0.584,0.224,3YKptz29AsOlm7WAVnztBh,4
0.0386,0.457,0.0117,0.948,0.801,0.968,5N6M8yDiMV32T6Rkzh8EbW,3
0.073,0.0,0.0453,0.665,0.865,0.331,1ofhfV90EnYhEr7Un2fWiv,3
0.211,0.186,0.0291,0.611,0.897,0.769,1oTHteQbmJw15rPxPVXUTv,2
0.0367,0.00021,0.00271,0.92,0.556,0.771,3mwvKOyMmG77zZRunnxp9E,3
0.129,0.00837,0.205,0.905,0.859,0.731,3wuCCNCnBhJlwkIJTBZFiv,3
0.0277,4.95e-06,0.156,0.594,0.429,0.236,1M2nd8jNUkkwrc1dgBPTJz,0
0.0314,0.0,0.00832,0.864,0.64,0.701,42et6fnHCw1HIPSrdPprMl,3
0.15,0.889,0.00356,0.795,0.956,0.841,1pKYYY0dkg23sQQXi0Q5zN,6
0.0427,0.000238,0.3,0.583,0.725,0.762,3yUcJwYu7fXAfqMj9krY6l,3
0.0875,0.000339,0.00456,0.517,0.867,0.866,1B75hgRqe7A4fwee3g3Wmu,3
0.0423,4.52e-06,0.0553,0.823,0.811,0.827,7L93GESzq43UkKUt5FsOCq,3
0.0829,7.49e-05,0.311,0.505,0.769,0.757,6qspW4YKycviDFjHBOaqUY,3
0.0273,2.31e-05,0.0425,0.574,0.512,0.161,5GHY1DFWKz3Prg2V0Iodqo,0
0.0293,0.0,0.101,0.596,0.309,0.161,1zng9uqqXoPkmU05nsAlsw,0
0.0305,1.12e-05,0.0131,0.652,0.472,0.401,0wokCRaKD0zPNhMRXAgVsr,0
0.0246,1.18e-06,0.161,0.448,0.461,0.418,0gcjc7Vt5xtcfmJgf6g2IO,4
0.086,0.0381,0.00186,0.605,0.749,0.966,6mz1fBdKATx6qP4oP1I65G,3
0.0366,0.0603,0.0313,0.909,0.452,0.805,1v2zyAJrChw5JnfafSkwkJ,3
0.0311,0.0149,0.0222,0.772,0.683,0.737,2IHaGyfxNoFPLJnaEg4GTs,3
0.0364,0.0,0.457,0.531,0.65,0.487,2aBxt229cbLDOvtL7Xbb9x,4
0.0362,0.0,0.753,0.438,0.384,0.287,5EQzuYfTZt7B2LqlvTF49l,5
0.081,0.000142,0.00132,0.811,0.736,0.609,4BggEwLhGfrbrl7JBhC8EC,3
0.499,0.0,0.209,0.422,0.607,0.563,3vZO25GdYuqFrR1kzZADnp,2
0.166,0.000123,0.209,0.8,0.633,0.913,11mwFrKvLXCbcVGNxffGyP,3
0.0775,0.199,0.000479,0.958,0.467,0.701,5xC8uOesnn0udeXAYlAnoY,3
0.0391,0.00106,0.539,0.707,0.704,0.761,6sHsXIJoEN5JpdkGMQDJxt,3
0.0628,2.61e-06,0.0665,0.936,0.328,0.31,12dU3vAh6AFoJkisorfoUl,0
0.0289,1.21e-06,0.0204,0.854,0.478,0.274,1A5V1sxyCLpKJezp75tUXn,0
0.0421,0.0,0.0791,0.838,0.832,0.965,5fRvePkRGdpn2nKacG7I6d,3
0.0305,4.49e-06,0.3,0.606,0.438,0.266,3Nf8oGn1okobzjDcFCvT6n,0
0.0423,0.00928,0.422,0.568,0.679,0.93,6VnpKLtfNH4Dk09YSGPSyR,3
0.218,0.0,0.0124,0.728,0.787,0.94,1SssFw74DdHVjRa6ADggdD,3
0.108,0.0,0.128,0.949,0.662,0.516,2hNaljpWGHzwcIvkPIHMk7,3
0.0327,0.0101,0.000202,0.856,0.445,0.486,0NJC0FDCODpPUntRTTQq97,0
0.153,0.0,0.139,0.576,0.845,0.461,1Oi2zpmL81Q0yScF1zxaC0,3
0.0277,0.005,0.000655,0.539,0.701,0.752,0z1b34WikhOH9ZxU8QDWcv,3
0.0299,0.000582,0.313,0.642,0.593,0.736,5TAf4lnZCZTLlZHNZMLFLi,3
0.0302,0.118,0.294,0.29,0.741,0.443,3fbnbn6A5O5RNb08tlUEgd,4
0.0447,0.0701,0.00928,0.786,0.808,0.899,0hrBpAOgrt8RXigk83LLNE,3
0.0241,0.0,0.0664,0.427,0.64,0.529,3l3xTXsUXeWlkPqzMs7mPD,4
0.027,0.0,0.228,0.689,0.523,0.547,0PCGfA36HrVPmsBZJ57zOU,0
0.0299,0.00103,0.206,0.766,0.651,0.949,17S4XrLvF5jlGvGCJHgF51,3
0.0291,0.00046,0.36,0.519,0.546,0.247,5kK1Iru9ogP3Iy1zsANU1n,4
0.0508,0.0,0.218,0.582,0.408,0.365,1d6KS9GH06JAd19uiBy9IE,0
0.0384,0.0205,0.00397,0.735,0.831,0.97,5EYdTPdJD74r9EVZBztqGG,3
0.029,0.0,0.11,0.829,0.622,0.539,1uzWOoJdADfstQuFtQFTUn,3
0.027,0.0,0.0067,0.672,0.42,0.476,2KVwlelhxKUy8LVV6JypH3,0
0.0632,0.113,0.0109,0.777,0.262,0.264,0rFWuqFgHAfuzE8uSB9TWR,0
0.0348,0.421,0.627,0.453,0.744,0.122,1PEqh7awkpuepLBSq8ZwqD,4
0.0395,0.497,0.0173,0.419,0.615,0.216,67Hna13dNDkZvBpTXRIaOJ,6
0.0363,2.15e-06,0.2,0.84,0.537,0.211,7mnGQesk1TzQLzQ9bYWZPR,0
0.0325,2.01e-06,0.323,0.526,0.576,0.147,1kMOJBmpfWD9fir6st9uqS,4
0.361,1.75e-05,0.242,0.538,0.867,0.781,4fxF8ljwryMZX5c9EKrLFE,2
0.0284,0.0,0.00573,0.673,0.521,0.543,5vYA1mW9g2Coh1HUFUSmlb,0
0.0374,0.0,0.00483,0.843,0.395,0.481,0nnwn7LWHCAu09jfuH1xTA,0
0.0381,0.0,0.00174,0.656,0.678,0.485,2YodwKJnbPyNKe8XXSE9V7,3
0.0453,0.000307,0.207,0.824,0.709,0.867,2tUBqZG2AbRi7Q0BIrVrEj,3
0.0401,0.0153,0.0236,0.654,0.92,0.847,5ChkMS8OtdzJeqyybCc9R5,3
0.0282,1.19e-06,0.576,0.436,0.724,0.324,1Jj6MF0xDOMA3Ut2Z368Bx,4
0.054,0.00125,0.018,0.902,0.573,0.876,2WfaOiMkCvy7F5fcp2zZ8L,3
0.0733,0.00019,0.0984,0.905,0.583,0.646,2vz1CsL5WBsbpBcwgboTAw,3
0.0343,0.0073,0.559,0.478,0.822,0.722,0SNGe4xksgp7CGnY5kMXOJ,4
0.0527,0.00389,0.347,0.795,0.645,0.535,4RvWPyQ5RL0ao9LPZeSouE,3
0.179,0.121,0.356,0.904,0.504,0.772,1jDJFeK9x3OZboIAHsY9k2,3
0.0317,0.0,0.225,0.711,0.692,0.875,1TfqLAPs4K3s2rJMoCokcS,3
0.0386,0.0,0.0183,0.834,0.508,0.774,0GONea6G2XdnHWjNZd6zt3,3
0.036,0.0,0.13,0.628,0.574,0.803,4jDmJ51x1o9NZB5Nxxc7gY,3
0.0423,0.0,0.271,0.573,0.62,0.897,0ikz6tENMONtK6qGkOrU3c,3
0.0328,0.000602,0.22,0.799,0.71,0.725,4y1LsJpmMti1PfRQV9AWWe,3
0.037,0.173,0.0116,0.869,0.596,0.944,05wIrZSwuaVWhcv5FfqeH0,3
0.0376,3.79e-05,0.115,0.939,0.721,0.914,4cOdK2wGLETKBW3PvgPWqT,3
0.0596,0.00266,0.659,0.533,0.625,0.139,29d0nY7TzCoi22XBqDQkiP,4
0.0455,0.0,0.0755,0.944,0.701,0.792,5zA8vzDGqPl2AzZkEYQGKh,3
0.0285,0.355,0.000202,0.429,0.54,0.113,6ADSaE87h8Y3lccZlBJdXH,0
0.0376,0.0,0.462,0.501,0.5,0.623,0cGG2EouYCEEC3xfa0tDFV,4
0.0479,7.92e-06,0.0495,0.867,0.776,0.918,1OOtq8tRnDM8kG2gqUPjAj,3
0.1,0.00016,0.36,0.72,0.916,0.76,5O4erNlJ74PIF6kGol1ZrC,3
0.0269,0.0,0.04,0.769,0.523,0.876,0WQiDwKJclirSYG9v5tayI,3
0.0277,1.76e-06,0.193,0.471,0.477,0.423,1JLn8RhQzHz3qDqsChcmBl,4
0.0366,0.0,0.0115,0.942,0.527,0.495,7FwBtcecmlpc1sLySPXeGE,0
0.0317,0.000377,0.171,0.835,0.572,0.795,7N3PAbqfTjSEU1edb2tY8j,3
0.037,0.0,0.313,0.292,0.711,0.194,2M9ro2krNb7nr7HSprkEgo,4
0.0551,0.112,0.234,0.501,0.751,0.902,4o6BgsqLIBViaGVbx5rbRk,3
0.0651,4.04e-06,0.0891,0.533,0.617,0.835,0QKfiqpEU4h9ycPSzIFwYe,3
0.0267,0.0,0.0465,0.589,0.382,0.335,7Ewz6bJ97vUqk5HdkvguFQ,0
0.0368,0.00191,0.0135,0.774,0.564,0.657,6wpGqhRvJGNNXwWlPmkMyO,3
0.0457,1.54e-06,0.416,0.783,0.554,0.813,4w3tQBXhn5345eUXDGBWZG,3
0.0616,0.000827,0.0628,0.843,0.529,0.188,3MrRksHupTVEQ7YbA0FsZK,0
0.0568,0.0,0.145,0.723,0.431,0.19,7wuJGgpTNzbUyn26IOY6rj,0
0.0227,0.0,0.0299,0.802,0.643,0.53,3X7uFMzJrEE0sxn62qd8Ch,3
0.0328,0.000311,0.132,0.599,0.817,0.548,2KH16WveTQWT6KOG9Rg6e2,3
0.0319,0.0,0.0204,0.649,0.675,0.596,0odIT9B9BvOCnXfS0e4lB5,3
0.0354,0.137,0.0436,0.932,0.631,0.971,7HKez549fwJQDzx3zLjHKC,3
0.0444,0.000169,0.0158,0.726,0.625,0.507,4ByEFOBuLXpCqvO1kw8Wdm,3
0.0308,0.0,0.0261,0.936,0.62,0.763,4YwbSZaYeYja8Umyt222Qf,3
0.0633,2.17e-05,0.121,0.648,0.869,0.9,3koCCeSaVUyrRo3N2gHrd8,3
0.0377,0.0,0.184,0.738,0.731,0.958,3L7RtEcu1Hw3OXrpnthngx,3
0.0353,9.91e-05,0.179,0.535,0.808,0.848,7oOOI85fVQvVnK5ynNMdW7,3
0.0333,3.34e-06,0.332,0.294,0.548,0.491,1GeNWyZtCHbcp3ZWp8GTOO,4
0.0301,0.0,0.8,0.252,0.395,0.126,4LFwNJWoj74Yd71fIr1W8x,5
0.039,0.0,0.052,0.908,0.661,0.656,6OnfBiiSc9RGKiBKKtZXgQ,3
0.0299,0.0181,0.168,0.816,0.66,0.678,3fH4KjXFYMmljxrcGrbPj9,3
0.0471,0.0,0.241,0.897,0.544,0.647,34x6hEJgGAOQvmlMql5Ige,3
0.0534,0.00647,0.182,0.763,0.776,0.82,0qxYx4F3vm1AOnfux6dDxP,3
0.0751,0.468,0.247,0.981,0.853,0.595,2bCQHF9gdG5BNDVuEIEnNk,3
0.0277,0.0,0.198,0.498,0.58,0.111,63CHa6rmamv9OsehkRD8oz,0
0.0329,7.51e-06,0.333,0.883,0.742,0.978,22sLuJYcvZOSoLLRYev1s5,3
0.0239,1.57e-06,0.243,0.551,0.748,0.65,6RNDeRnWsRMjPdNVgupZCs,3
0.0347,0.0299,0.589,0.446,0.62,0.868,3PzsbWSQdLCKDLxn7YZfkM,4
0.0371,0.000766,0.574,0.788,0.454,0.52,3oEkrIfXfSh9zGnE7eBzSV,4
0.0423,8.56e-05,0.0405,0.498,0.724,0.823,7j74lucZ59vqN67Ipe2ZcY,3
0.0313,2.92e-05,0.0964,0.829,0.768,0.962,2olVm1lHicpveMAo4AUDRB,3
0.0344,3.21e-06,0.0058,0.654,0.572,0.399,3cbV252akVZInSvJk7jAYX,0
0.047,0.0,0.0771,0.967,0.712,0.895,3Cx4yrFaX8CeHwBMReOWXI,3
0.089,0.0461,0.126,0.821,0.878,0.947,46eu3SBuFCXWsPT39Yg3tJ,3
0.0258,0.00396,0.117,0.727,0.678,0.71,4euAGZTszWPrriggYK0HG9,3
0.0356,0.00026,0.638,0.452,0.418,0.168,54b8qPFqYqIndfdxiLApea,5
0.0254,0.0,0.011,0.549,0.712,0.552,31H6au3jhblhr6MMJiXnCq,3
0.0333,0.0,0.0811,0.422,0.692,0.468,2DjWsDGgL1xNbhnr7f6t5F,4
0.0306,0.00269,0.736,0.565,0.78,0.365,1NCuYqMc8hKMb4cpNTcJbD,4
0.0333,1.38e-05,0.304,0.822,0.724,0.964,6r8k1vznHrzlEKYxL4dZEe,3
0.0409,4.84e-05,0.0148,0.422,0.439,0.551,7G7tgVYORlDuVprcYHuFJh,0
0.0329,2.76e-06,0.0504,0.476,0.765,0.965,7gSQv1OHpkIoAdUiRLdmI6,3
0.0343,0.0626,0.121,0.768,0.558,0.429,44aTAUBF0g6sMkMNE8I5kd,0
0.035,0.0702,0.000244,0.963,0.554,0.918,1ChulFMnwxoD74Me8eX2TU,3
0.0266,0.0,0.0613,0.719,0.497,0.547,15MJ5NThPjj6xhPcts8MiY,0
0.04,1.13e-05,0.0245,0.685,0.616,0.895,5Hyr47BBGpvOfcykSCcaw9,3
0.0276,0.00918,0.288,0.584,0.685,0.939,5vmRQ3zELMLUQPo2FLQ76x,3
0.0453,1.3e-06,0.103,0.555,0.575,0.504,4ZhPLoMzZwewHLLjV1J15c,0
0.0292,0.00183,0.0165,0.422,0.756,0.487,0e3yhVeNaTfKIWQRw9U9sY,3
0.0431,0.000188,0.193,0.687,0.799,0.965,4d6eqRtpDX7tydHJGDZUBQ,3
0.091,0.00138,0.0135,0.271,0.898,0.742,62LJFaYihsdVrrkgUOJC05,3
0.0503,0.0,0.0127,0.924,0.502,0.922,1hlveB9M6ijHZRbzZ2teyh,3
0.0429,1.02e-05,0.0115,0.73,0.653,0.894,4JfuiOWlWCkjP6OKurHjSn,3
0.0294,0.0194,0.129,0.459,0.739,0.892,3ZZq9396zv8pcn5GYVhxUi,3
0.0476,1.32e-05,0.00414,0.468,0.857,0.843,4uOKFydzAejjSFqYbv1XPt,3
0.0342,0.00382,0.219,0.686,0.814,0.778,6JNJERZGJwDVgkmbohBw7u,3
0.109,8.85e-06,0.0327,0.908,0.28,0.26,5XcZRgJv3zMhTqCyESjQrF,0
0.0568,0.65,0.000928,0.564,0.907,0.229,0B5kY9i9bmP7554oU4jRoO,6
0.0274,0.0,0.368,0.602,0.583,0.388,36lkJSDyMEZoWTqtRj8Q8q,4
0.0264,8.3e-05,0.216,0.649,0.64,0.865,4CoSCPlKNrWli7E5kFtbcl,3
0.0488,0.00109,0.00251,0.932,0.529,0.571,71SvEDmsOwIWw1IozsZoMA,0
0.0607,0.0,0.195,0.588,0.917,0.828,1mCsF9Tw4AkIZOjvZbZZdT,3
0.032,0.0132,0.458,0.616,0.677,0.851,2aEuA8PSqLa17Y4hKPj5rr,3
0.0266,1.82e-05,0.155,0.48,0.408,0.19,5WwqdeavrQrbeAMDxGawse,0
0.0275,0.0,0.108,0.583,0.539,0.337,5JvsxPAHsGxwNq4xto2HtM,0
0.0426,2.03e-06,0.465,0.854,0.767,0.963,3OeUlriM0EZHdWleJtjoVr,3
0.0391,6.63e-06,0.0365,0.41,0.811,0.626,43btz2xjMKpcmjkuRsvxyg,3
0.0261,0.00771,0.017,0.54,0.622,0.847,19Ym5Sg0YyOCa6ao21bdoG,3
0.034,0.0,0.0519,0.722,0.306,0.41,4rcHWl68ai6KvpXlc8vbnE,0
0.0282,2.95e-06,0.0805,0.61,0.52,0.329,1eyq8cjUQ2daFthW2PC2GM,0
0.0558,1.16e-06,0.0433,0.812,0.691,0.685,39lSeqnyjZJejRuaREfyLL,3
0.0637,1.91e-05,0.00375,0.899,0.475,0.603,0X1sqQ652p1sceKM2nJlIJ,0
0.048,0.000322,0.0962,0.868,0.59,0.798,1ot6jEe4w4hYnsOPjd3xKQ,3
0.0357,0.000147,0.0208,0.513,0.365,0.739,37BTh5g05cxBIRYMbw8g2T,3
0.0575,0.0,0.291,0.872,0.797,0.866,56KqaFSGTb7ifpt16t5Y1N,3
0.0275,0.0028,0.42,0.483,0.489,0.333,4S1VYqwfkLit9mKVY3MXoo,4
0.0512,1.36e-06,0.163,0.836,0.578,0.932,4HA2jo7wkMdN1lmLO6ryzE,3
0.0396,0.0,0.249,0.677,0.653,0.888,1ynmMEK1fkyiZ6Z6F3ThEt,3
0.0372,0.00197,0.152,0.655,0.771,0.97,1ZPlNanZsJSPK5h9YZZFbZ,3
