speechiness,instrumentalness,acousticness,energy,danceability,valence,id,cluster
0.0296,3.11e-06,0.333,0.434,0.497,0.266,6gcNSi6b9gvDBjYO059lrF,4
0.0581,0.0,0.201,0.731,0.513,0.44,7xWPmwuOcvFcnFgS3mPRzA,0
0.0344,0.0,0.0756,0.532,0.362,0.117,5KisXZeI0uzWFyYBHoexy1,0
0.0337,0.0,0.821,0.612,0.658,0.248,4PVt0PcZyI61mCuwMdvtzy,4
0.0624,0.0,0.57,0.461,0.53,0.361,4ePJLYgmBBBcUaUEzKpDOk,4
0.0536,0.0,0.358,0.799,0.57,0.405,3x7aKJjH0KB2etVEzlQf4v,0
0.0356,0.0,0.516,0.681,0.675,0.162,6lhnuGmvxgRiozlK4J2cer,4
0.0236,0.0,0.135,0.612,0.545,0.171,3OzqxGvLzW00YOet2P78sD,0
0.0459,0.0,0.0303,0.827,0.546,0.607,0QB8S1OlJhA8fIWkiiBXsM,3
0.0425,4.83e-05,0.194,0.581,0.592,0.546,5eQCKQKBFcyMQAAsVk3clf,3
0.0263,0.00041,0.275,0.541,0.566,0.2,0M07TE03OtknRNCKJ15Rvf,4
0.0366,0.0,0.459,0.501,0.523,0.391,1S4fpfX2u0hzFD9vb6FEB6,4
0.0447,0.0,0.0207,0.84,0.52,0.656,0SI39fe6eJtLtLezge9veM,3
0.0291,0.0,0.139,0.625,0.496,0.535,6YlQYcJCm0XLkpA3flcbaD,0
0.029,2.22e-05,0.0135,0.506,0.494,0.241,0ZZBTSD2RGt4O86ZQpPW4x,0
0.0285,0.0,0.239,0.483,0.696,0.54,5HHk0B7B7mz6REWAlarrdA,4
0.0267,6.36e-05,0.139,0.532,0.491,0.281,2J201WXV1md702dEIkQ6wy,0
0.0267,2e-06,0.352,0.491,0.472,0.207,5NacrWDvEXJzqO2FyT3Wpe,4
0.033,4.76e-06,0.725,0.338,0.355,0.405,4nZLgB1NYxEjfStRRPZBWE,5
0.239,0.0,0.306,0.532,0.493,0.561,6YmWSu43kuuKGoYYgHrb1r,2
0.0269,0.0,0.469,0.431,0.578,0.21,1TUuhV75FeOF6UObRsABo2,4
0.0291,0.0,0.0394,0.69,0.504,0.566,6B28CeAkAkTx0suQMRDBNT,0
0.034,0.0,0.145,0.803,0.487,0.255,5Ut5HJUIE93J1bH1u5kGn3,0
0.0269,0.0,0.367,0.633,0.572,0.509,4cFvCa5PLr7HTVosmwX4iL,4
0.0336,5.06e-05,0.649,0.178,0.335,0.126,27AP9jXtfbNJ68atuOkvjc,5
0.0298,0.0,0.321,0.501,0.469,0.471,78GzKUvv47KVd9VT0UZv77,4
0.031,6.16e-06,0.78,0.401,0.323,0.289,6HnxFNElDrHCClUAofO62l,5
0.0361,0.0,0.0538,0.663,0.552,0.35,7Jy4SVdM8HViyfy3QcaDkb,0
0.0289,1.05e-05,0.905,0.185,0.486,0.166,76Sn7FKuDkw4SssotSi5Rr,5
0.0284,0.0,0.123,0.559,0.556,0.174,04gSahNsdUScq5mdvGVU9T,0
0.0737,0.0,0.0474,0.603,0.826,0.681,4ELynSlkV4OHcBCFenFJ7U,3
0.0574,0.0,0.427,0.833,0.47,0.368,1kKSLTUaRbMxKMmexM7xOw,0
0.0303,0.0,0.751,0.57,0.515,0.394,7qTXrYDJFQ525k3prdXCEN,4
0.0278,2.35e-06,0.512,0.623,0.467,0.508,6crnBVNhXq2aEi5ALEVc41,4
0.0305,0.000102,0.785,0.313,0.286,0.31,6mBhSOYQtr3fC5qjIceGD2,5
0.0331,0.118,0.47,0.449,0.636,0.706,3TkQkNP31WG8xnXAVkjB93,4
0.0399,0.0,0.0187,0.863,0.628,0.719,7eOizXz9BZ7Vc6Scgwh1hC,3
0.0358,0.0326,0.23,0.838,0.4,0.685,5OVyTSbqz288MkNbZf15rY,0
0.0309,0.0,0.531,0.408,0.431,0.214,5AlAhGxcaynbZwjhokML5R,4
0.0355,1.06e-05,0.76,0.587,0.59,0.623,5yVesQH1l8bOgjuWN0ub2a,4
0.0327,1.76e-05,0.0542,0.834,0.633,0.869,6Ieljz21ViDbNsGkI91lKT,3
0.0314,0.0,0.0533,0.83,0.444,0.663,6HwopkhVngqyPILoTSF7Cs,0
0.0311,0.0,0.04,0.77,0.546,0.829,3JDC8HYPCUkOl4lRj7HiOD,3
0.0251,0.0,0.302,0.481,0.525,0.237,6FW9MTGMjR5A6q2o7PLuuz,4
0.0374,3.38e-05,0.767,0.244,0.598,0.225,02qR0Dbi6JawnhEHD3UxHq,4
0.039,0.00854,0.247,0.623,0.385,0.354,4CVSGsxGy52bNpUAwFqrm7,0
0.031,0.0,0.758,0.411,0.438,0.173,11YK2L3U5Yr4SepKwX1yiE,5
0.0398,0.0,0.276,0.629,0.304,0.349,6AbFsKUHKy3ua32eZmA1wv,0
0.0309,0.0,0.858,0.246,0.454,0.466,4ciThdLjICgN7HzeBaLrSw,4
0.0274,7.18e-06,0.755,0.572,0.587,0.394,4nQ4Ea34XihpPFnJeyoOZ9,4
0.0256,0.000392,0.49,0.319,0.482,0.119,0TBkgBR2VLYeTG9ynsoIkm,4
0.0266,0.0189,0.6,0.458,0.418,0.204,2Rk8fztS3B4ozeNjKtirHb,4
0.0289,0.0,0.885,0.314,0.306,0.215,17AeeMY4OZlsqIUUlOlfP4,5
0.0298,0.0,0.432,0.282,0.485,0.406,6a0zu7tOqPUHQfoP7YJ9nS,4
0.0322,0.0,0.131,0.617,0.408,0.179,1XE2AiPIecv5qDJvoajruU,0
0.0316,0.0,0.593,0.45,0.513,0.166,32RsPGjvELIqW3TjPKVF3a,4
0.0307,0.0,0.831,0.326,0.506,0.362,1HkOYPY5Gx4CPYbCd6leKb,4
0.033,4.55e-05,0.439,0.355,0.576,0.299,3wxgj5N8ZKoZWHDw6FJUf2,4
0.0519,3.8e-05,0.138,0.767,0.727,0.774,0WEHSfymu7ryky59E22bJz,3
0.0303,0.000102,0.536,0.351,0.612,0.433,7h9AJvnX2HY794n0YhDNwt,4
0.0273,0.0355,0.355,0.543,0.607,0.547,0hWful5Iuy2saRJdyOeRzq,4
0.0349,0.0,0.261,0.798,0.59,0.272,46JqDjp4BMbLQrTOUHdspO,0
0.0345,7.59e-06,0.0751,0.556,0.442,0.26,7ClZTubD4KudpEuBysLMUI,0
0.03,3.43e-06,0.64,0.466,0.36,0.044,057ssHCqyYBRcQ6J860Kwi,5
0.0341,0.0,0.475,0.611,0.462,0.418,6BhXU6XZMOZ4wz3tUcgkai,4
0.0312,0.0,0.359,0.561,0.612,0.361,5Kuvvw2blL70n9GqVFx3vF,4
0.0308,0.0,0.403,0.408,0.469,0.069,4pTaWYq66mOLpjGkqTpjsF,4
0.0394,0.000322,0.281,0.832,0.585,0.544,1lNiLFaSGw8AFdp4zfMvuf,3
0.0332,0.0,0.528,0.738,0.643,0.369,4bKkUZX9OlAh8fE5KsaE0G,4
0.0627,0.0,0.0243,0.893,0.451,0.0971,10RQKVSr4rS0coExTmi4dF,0
0.0338,0.0,0.0895,0.479,0.579,0.324,2nrdOrcmcHdVh8gz7WJ9Kh,0
0.0364,0.0,0.0828,0.744,0.644,0.583,6dtFZkJdNJljSlWI9dL1kg,3
0.0399,2.27e-05,0.237,0.699,0.537,0.814,2HqCaO7BV010qXS5FuiTED,3
0.0319,0.0,0.226,0.686,0.512,0.502,2wD4EACbGI6zfKXEAKJmBV,0
0.0381,0.00226,0.539,0.632,0.347,0.285,1IO13V09b01gLSbmZJZ9dM,4
0.0315,0.0,0.26,0.585,0.55,0.469,1OIhubEHsc9JJskFkqa1h3,4
0.031,0.00353,0.0301,0.746,0.523,0.556,48TO77FBMrQl7hU1aGGwm5,0
0.0293,4.1e-06,0.146,0.667,0.517,0.181,391V2jmxaLRwm5rqC2WJyR,0
0.0816,0.0,0.235,0.688,0.285,0.479,2koPlTDIbGWjcMQFUKx7g2,0
0.0284,1.4e-05,0.2,0.761,0.592,0.861,2lfBuEVBgvKLAkcypn68VD,3
0.0302,0.0,0.599,0.587,0.588,0.381,7maV3I3KQNYpsOWYTOhGqn,4
0.0229,0.0,0.461,0.621,0.619,0.633,0qcVosiukBmgBS0eUDrwk6,4
0.0338,0.0,0.503,0.594,0.525,0.48,3uJjybFZWmfaYQG4PEiiCR,4
0.0335,0.0,0.0387,0.864,0.532,0.602,0B1GuT4svftHFzZ8wXcBau,3
0.0294,2.44e-06,0.00888,0.634,0.611,0.25,2hDgOchSSSELBtW9IPQ4GW,0
0.0349,4.8e-05,0.00614,0.722,0.446,0.389,4PUd2AwQAWY05WWR5qxig9,0
0.0357,0.0,0.0846,0.517,0.522,0.25,4rWQo8QRfK24fOzg0rEwRF,0
0.0315,0.0,0.38,0.234,0.378,0.202,1ZORIAAPFg3akZMeiPaXCO,5
0.0278,1.41e-05,0.148,0.44,0.41,0.233,436rdO5fgKVH3HhjA0VyFQ,0
0.0348,0.0,0.0231,0.715,0.467,0.367,17GmwQ9Q3MTAz05OokmNNB,0
0.0299,0.0,0.131,0.812,0.583,0.408,2DINVEELpI3ibUW2EzeDs7,0
0.03,0.000166,0.238,0.704,0.53,0.279,3S0dPaZYCax8OnwTFEoEPw,0
0.0307,0.0,0.209,0.335,0.541,0.204,0jPyxhlX59YdIqCc0soDwR,4
0.0294,0.0,0.387,0.556,0.348,0.212,2fqHlRhWsA4YyRysR7FR4v,0
0.0294,0.00106,0.00335,0.727,0.49,0.36,64ZqOZGfgq4OABx1qN8Ftd,0
0.0273,0.0,0.776,0.186,0.325,0.0875,7klN6mE79nMKS3sP3RWcf3,5
0.0267,0.0,0.514,0.359,0.473,0.259,3hDXRPuvRtRsEhMNDspdJE,4
0.0283,4.9e-05,0.12,0.522,0.56,0.137,4IGA2hFfOSJSw0gScaNCw6,0
0.0343,8.97e-06,0.097,0.682,0.44,0.324,6oARVUWXiWceOYeijMwcvw,0
0.0356,1.32e-06,0.156,0.765,0.488,0.209,6j5M0J8g1pfRnJ9wWwrvFP,0
0.0324,0.0,0.31,0.667,0.575,0.406,2Pnw07JGKNZYta0UrHox5X,0
0.0279,1.85e-06,0.619,0.379,0.519,0.208,3VLCtStwYsAL4LKZgeUvy3,4
0.0649,0.0,0.401,0.807,0.468,0.667,6IsIpPApmefLa6dfop4xYX,3
0.033,0.0,0.677,0.453,0.557,0.544,2mhU8jchJbM4u164c2CQ1z,4
0.0295,1.11e-06,0.369,0.563,0.561,0.455,2XCcWKqWhTcEIIioskq3bi,4
0.0615,0.0,0.0909,0.738,0.417,0.469,34AMpAXtxVGN6uSpwYN6Hs,0
0.042,1.61e-06,0.132,0.546,0.513,0.226,3oEUEyCzKwaBHBvzsJaiGJ,0
0.028,0.0,0.328,0.377,0.56,0.326,2pESp2B7x0b0sAIJGoxZS9,4
0.0341,0.0,0.105,0.829,0.555,0.487,5rdrGT068PeZfY1J32mcDn,0
0.031,0.0,0.207,0.672,0.5,0.187,4QpTG5bffatmfaW04SZH16,0
0.0465,1.14e-05,0.888,0.214,0.657,0.251,0IH6d4yjydoocRdMxaiJpY,4
0.0335,0.0,0.659,0.407,0.309,0.308,66oQl7gyMXeES39CtQ1GD9,5
0.036,0.0,0.737,0.672,0.466,0.334,7dnDBbHKyJNFXoeVwO8KBY,4
0.0366,0.0,0.259,0.603,0.332,0.284,3oSyemHgjMoHqW85EuclSb,0
0.0263,0.0,0.19,0.637,0.594,0.406,0ds10Mj5flvO73afTrACqj,0
0.0306,0.0,0.577,0.544,0.563,0.602,6cjwec9ii5uLK7CDfPBYt1,4
0.0379,0.0,0.362,0.706,0.606,0.819,59kHPbwyyCApYA8RQQEuXm,3
0.0352,3.21e-06,0.0551,0.524,0.708,0.69,6iy4PoAuZBMvtrlDX4VxC7,3
0.039,2.81e-05,0.0471,0.815,0.607,0.57,6Lmx6bz3PGYuNSjKMnYBOa,3
0.0322,0.0,0.351,0.793,0.585,0.732,18BajNiyvH6GpYshB0unrm,3
0.0264,0.0,0.314,0.449,0.572,0.207,5Pgwi0iizu96RHxJ4xL3SH,4
0.103,8.32e-06,0.52,0.51,0.428,0.393,2MiXC2LfpsoeUP5RvMGEQ3,4
0.026,1.1e-06,0.596,0.488,0.735,0.452,2M38X60UJnupGPbFTkVPNQ,4
0.0412,0.0,0.207,0.725,0.592,0.784,0pdfN7nOHMYmKykzu1cyfm,3
0.0389,5.84e-06,0.0237,0.614,0.736,0.858,0Xg68XXMRWzKQvD5S6BFvI,3
0.035,0.0,0.108,0.848,0.771,0.803,0NLBwQBYJhEM9t3KAMPFVR,3
0.0726,0.0,0.226,0.517,0.674,0.482,0FtV0YbnnjD7PXpLHFHPhn,4
0.031,0.00527,0.365,0.622,0.467,0.455,3rXCZRMiMZp0feGcYXpwYX,4
0.0303,0.0,0.051,0.563,0.8,0.961,2EoIt9vdgFRNW03u5IvFsQ,3
0.0415,0.0,0.151,0.818,0.571,0.728,2IY559smG7SXYk229NA2Vl,3
0.0288,0.00054,0.752,0.243,0.514,0.388,6HveTIMynTMzTc5L0TcS20,4
0.0464,0.0,0.183,0.868,0.644,0.642,5FxgRnXBHMM0q4stwqrjjM,3
0.0913,0.0,0.208,0.723,0.616,0.859,39IoZIC8eEirT1v70rqSPq,3
0.0318,0.00048,0.437,0.695,0.495,0.496,3wjD3Ufjll7UKrEDPdGuX3,4
0.0264,9.44e-06,0.127,0.688,0.729,0.671,1TanmIWbaUj5NVwJ3k4XPd,3
0.0319,0.0,0.176,0.642,0.711,0.762,08c3wmdjKSjxTJY9cHSts7,3
0.0404,0.0,0.411,0.878,0.525,0.963,2h5a6t9JFasqH5WJFPbmGL,3
0.0359,0.0,0.663,0.443,0.746,0.554,7lUE02KHkZM44BZgjCaWRO,4
0.0299,6.65e-05,0.257,0.63,0.712,0.768,1nVoLxz8C0uGgMKfywy0vf,3
0.0311,6.94e-06,0.0534,0.667,0.648,0.669,7rDcULv8vV16vetBjPJhuE,3
0.0297,0.0,0.127,0.823,0.492,0.702,2op0kDNARK2VHWHntEeH4g,3
0.028,0.0,0.173,0.723,0.759,0.962,3Q9t1A12iUemHTAWnH7PjD,3
0.0293,0.000164,0.563,0.517,0.856,0.479,2TIEeLrOQrGnO2D2OeDDJu,4
0.0322,0.0,0.185,0.654,0.694,0.689,0qrst0xZAZ0NtMtuUcEq0f,3
0.0302,0.0,0.367,0.646,0.764,0.877,2oyS4THTUzUxT2lnHGzzIr,3
0.0277,0.0,0.502,0.721,0.629,0.651,4fOFOwrAHA9PdhOL7lciok,3
0.0389,0.0,0.235,0.757,0.757,0.967,4FUfoWMypAyWbOavmYyeNu,3
0.0264,0.0,0.403,0.533,0.64,0.652,0NyMrtH8mUuvtJjEpESn7J,4
0.026,0.0,0.304,0.572,0.648,0.598,6BTCpaBTxlqGMOl0P6hvvX,3
0.0345,0.0,0.168,0.775,0.593,0.896,7njoWVpJbAiTkyT6rKwbze,3
0.0291,4.1e-05,0.202,0.819,0.638,0.706,59MIR30ATtW8kTaX3SCpq0,3
0.0543,0.0,0.273,0.804,0.612,0.841,2g0BAZVaLlK8GeTVzF6hQ6,3
0.0282,0.0897,0.000479,0.801,0.628,0.843,6FevJcaJvt5EvsHnuJHBnb,3
0.0415,4.99e-05,0.0364,0.739,0.664,0.759,1fYypIR0kaFzaSRbzvtjl9,3
0.0282,0.0,0.37,0.434,0.449,0.259,0wFQnci5YCcwbKAWNBzqiA,4
0.0271,0.0,0.539,0.472,0.637,0.349,2A7j0RLnzvvlUFrevBiOQf,4
0.0549,0.0,0.307,0.648,0.544,0.866,0PsBdKWnOQGMo9smobflvy,3
0.0381,2.7e-05,0.215,0.773,0.632,0.901,7pY4ul6PNtKKHCCQgYVtT7,3
0.0315,0.00279,0.00746,0.802,0.621,0.81,3Vfj2JGXayXgc0c9J4gJ8m,3
0.0294,9.4e-06,0.736,0.22,0.719,0.168,3PHLZ5wmtyZha1pp2405OT,4
0.0266,0.000769,0.68,0.39,0.585,0.237,7yQMZQeiSKnvEgimeGPVhi,4
0.035,0.0,0.232,0.788,0.64,0.774,7riuy1t0Kt3SRgMtFxX0FR,3
0.0275,0.0,0.272,0.452,0.371,0.186,4TxIFLRMUxNh4n9h4RLsaE,0
0.0331,0.0,0.134,0.639,0.64,0.593,5SpoN8sCoc05RfVde4raGN,3
0.0352,0.0,0.0165,0.802,0.707,0.947,2lKA9bNdd4kAoeHiufa0aK,3
0.0267,7.15e-06,0.173,0.668,0.563,0.543,4ICSwxlVyGaTquNqblL7Y9,3
0.0294,0.0,0.191,0.733,0.676,0.591,0MjT9xQqJrQlNrkWKZgFbQ,3
0.0266,0.0,0.218,0.697,0.627,0.933,7uLQTOxQ3nwwoHuxwt2AHJ,3
0.0313,0.000851,0.42,0.719,0.736,0.657,2G6pvEfrwrJZS6NgqS3DqX,3
0.0369,1.22e-06,0.333,0.769,0.692,0.727,51uGoXB3PbXLyeH0aPGo7H,3
0.0663,0.0,0.164,0.578,0.674,0.961,52erNkfUKv34u02CjcHOPj,3
0.0363,0.0,0.0259,0.573,0.722,0.927,346GCw2msr77HA5I5NFsKS,3
0.037,0.0,0.204,0.815,0.676,0.965,0MMdmhfFXpflLBJKq4cdYA,3
0.0365,0.0,0.432,0.692,0.713,0.884,60w5eL1G4Or7LlTSrR5r8a,3
0.0323,1.08e-05,0.093,0.811,0.709,0.735,4l8u5h7OjkZo2UmyUoeKYJ,3
0.0305,0.00083,0.245,0.644,0.644,0.293,7yNTZj1ugKCeRJdSP1meOk,0
0.051,0.000699,0.0133,0.982,0.297,0.793,5YY64mW5PL5waJKUsIJIQt,0
0.042,0.0,0.206,0.898,0.687,0.952,5Lwc3DTWzX6JaW2x2PZezt,3
0.0286,0.0,0.198,0.69,0.757,0.867,1N9GGOUf8TQqsaPDByZzEF,3
0.0297,1.83e-05,0.0986,0.674,0.723,0.61,2HmMklpgK8vGCpJmPpz1yG,3
0.0265,0.0,0.101,0.699,0.744,0.741,1ak2K9SpHCjnDbxmNFxr6P,3
0.0337,0.0,0.199,0.585,0.533,0.472,7s2NbKcFIJuEQumhvtHTAD,0
0.0279,0.0,0.128,0.462,0.577,0.258,7BD50ATrF3Vab5FQy7vtK8,0
0.0472,0.0,0.643,0.808,0.624,0.88,1mICUTQCbRkAvGmO0cwoAz,3
0.0276,0.0,0.0116,0.876,0.632,0.738,1UEKaf3j6eXeNbySz761lc,3
0.0277,0.0,0.11,0.834,0.703,0.722,2evFJQfQVcDEXyOiyEV6OW,3
0.0518,0.0,0.136,0.887,0.547,0.84,4OCFCX4RSZl8esUMtt3muO,3
0.033,0.000221,0.469,0.143,0.325,0.179,7C04W8ooqQD3vWKUSzeYnz,5
0.0259,0.0,0.182,0.347,0.615,0.273,6QUEB3DDAD7oJhbIZF2v4Y,4
0.0408,0.0,0.229,0.918,0.72,0.955,7ojVoUWBAUP701iFpdKnFu,3
0.0264,0.0,0.47,0.276,0.583,0.0486,5WEK4szbQp9c7ZK6LkYd9k,4
0.0356,3.59e-06,0.272,0.776,0.667,0.899,6iKWr2XH1DyT7TQzDZlvzd,3
0.0292,0.0,0.0379,0.655,0.758,0.767,57IEs29xqMQaAkjQ8iQuI0,3
0.0296,0.0,0.342,0.346,0.542,0.173,2qdVHdkLxKntNjPh3Ssz7s,4
0.033,0.0,0.21,0.565,0.726,0.849,6QP8JgHuOi0itWXuZ6wdTM,3
0.0289,0.0,0.211,0.794,0.694,0.667,34VnYs7xwpscz3DkbTMoHb,3
0.0487,0.0,0.403,0.297,0.493,0.436,28RV5zuHGITT0rvh4NJM6W,4
0.0331,0.0,0.108,0.525,0.663,0.731,4vbW5aT9UQGRqEScStQPPy,3
0.0289,0.0,0.189,0.861,0.698,0.941,7itHyuODr4R7Fdz454zn3F,3
0.0295,0.0,0.742,0.234,0.686,0.342,5cCLKP66G2PJEorzYQVXHR,4
0.0619,0.0,0.434,0.956,0.572,0.975,76BuIHRNV8KDdrYveZBOOa,3
0.0267,0.0,0.481,0.869,0.737,0.898,69m9WDPBvemwujQwdONslk,3
0.0306,6.8e-06,0.138,0.648,0.696,0.877,6JKwnVUYVF8LHamgZ5dFL1,3
0.0262,0.00103,0.191,0.615,0.632,0.912,1Ov6koHfZL43pGCDdfIoHf,3
0.0286,1.77e-06,0.0291,0.778,0.696,0.746,0meAc2H0tC5tOTd6MDe0cI,3
0.0254,0.0,0.0875,0.679,0.673,0.612,6IEIPevuDocD80PovsX6kN,3
0.0247,0.0,0.567,0.355,0.613,0.129,3rXdABev6vQtBCElztIl7m,4
0.0491,0.0,0.105,0.782,0.569,0.595,29V94tQgMoSJjbzuTliPj6,3
0.0392,1.04e-06,0.521,0.866,0.753,0.848,2ycrsWMQXAtp7h2HkT60RV,3
0.0322,1.18e-06,0.772,0.0985,0.568,0.194,40XW3d74CGOrWPcNpJDeUi,5
0.0311,4.7e-06,0.568,0.246,0.471,0.226,7k9F26WpokhmRjzwxlCsCP,4
0.0251,0.0,0.427,0.697,0.672,0.757,3ZdAwMX7Lku81KGiqsjDeA,3
0.0326,3.52e-06,0.0818,0.6,0.658,0.886,2iCJEYdoYbCxFoUg8759nm,3
0.0369,0.00028,0.165,0.946,0.573,0.964,2kQtKFkPMdL5Jf7xk4T9SI,3
0.0248,1.29e-06,0.595,0.452,0.545,0.297,1g5EcKDECPxeI7kgkvcbxm,4
0.0285,0.0,0.35,0.683,0.741,0.86,2KgsImShtnuBYfKVgfbAuy,3
0.0498,0.0,0.0315,0.697,0.62,0.711,121ILFThNZH9Egncny7upu,3
0.0324,1.92e-05,0.138,0.573,0.765,0.74,7zE9E6iBKPCwCW6orDoY4X,3
0.0988,0.0,0.349,0.709,0.735,0.909,6UBvhlms1M16oUYZkEfqpy,3
0.0504,0.0,0.317,0.909,0.512,0.791,0D5L0ZxGyhEFTqhfiXwYxw,3
0.0254,0.000609,0.117,0.705,0.693,0.912,3z7aMSuKqrPQluiJro3Gqt,3
0.0457,0.0,0.229,0.675,0.771,0.757,4YS5ECd4qRZSA8NHqHiWD4,3
0.0364,0.0,0.194,0.686,0.59,0.733,3EiXWMUIE0bNNo36suPrRQ,3
0.0292,3.74e-06,0.619,0.743,0.601,0.849,5ANnHcFKjGAC98A7Qkaepd,3
0.026,2.31e-06,0.393,0.738,0.603,0.493,0Kwu1D6HJc8KCLjTGCB22w,4
0.0247,0.0,0.142,0.339,0.671,0.847,6JCKHmZ30oadQW44GzsdNB,3
0.0369,0.0,0.273,0.478,0.433,0.219,0nqjaaZQtY9fgl1M9qjssn,0
0.0596,0.0,0.19,0.807,0.566,0.694,1TjtrBIx7fPUBjDXL9svN1,3
0.0282,3.12e-05,0.272,0.629,0.656,0.537,1UWAhFXMAebtKo904MuEhp,3
0.0527,6.6e-06,0.0755,0.892,0.677,0.898,2KZXnN63ae6G6Cai2NhPkG,3
0.0299,0.0,0.424,0.699,0.599,0.517,1l6aokk2Hw72z0mFPKgPmm,4
0.0253,0.000114,0.122,0.748,0.644,0.554,44YTMbU3aqvE7q09rjyUb3,3
0.0341,2.01e-05,0.0594,0.794,0.551,0.587,0uZRJmWi1TH3wrAN7hAbyF,3
0.0273,0.0,0.504,0.373,0.547,0.182,0Rg5tIACULED7Jv2sEzWSd,4
0.0264,1.35e-06,0.63,0.319,0.447,0.246,6MnDkyb3VstTCT9ELxjfeE,4
0.0267,3.34e-05,0.22,0.469,0.621,0.511,2iehL6Q3m5NUDanDT2IKwT,4
0.0982,0.0,0.538,0.834,0.642,0.645,2dKRyO4cUumqbIXxLkdkoq,3
0.0276,1.38e-06,0.818,0.201,0.499,0.234,04f1rOkeyOqYQQzPJZk9JS,5
0.0275,3.88e-06,0.427,0.736,0.788,0.848,6Ek2xNsKHwkuYBqvzj20rl,3
0.0253,0.0,0.415,0.509,0.529,0.27,09nWHcNuohUS7HMPdIDwrr,4
0.0273,2.48e-05,0.551,0.543,0.614,0.639,5CQ1Pol5ud3mFBqAuCUE9o,4
0.0453,1.4e-06,0.143,0.793,0.664,0.824,7FtuKCaePFfKqGetBYHxS1,3
0.0272,0.0,0.671,0.383,0.546,0.324,59GPuKaImwVCqcYRm1xrkY,4
0.0353,0.0,0.272,0.683,0.76,0.733,4HCugTrpZ4fBcTF4tQW1Fc,3
0.032,0.00267,0.169,0.91,0.623,0.929,1CxG3QsfkmcUYlxWwvOtz5,3
0.0357,0.0,0.151,0.606,0.469,0.53,1mhPVHjzfJLGird0TFZxmb,0
0.0313,0.0,0.349,0.787,0.612,0.577,4LSolq1CjLOVnya9zb0pU1,3
0.027,1.39e-05,0.434,0.531,0.72,0.831,074RB4dBpZ4ySuQRyG8SMk,3
0.0258,0.0,0.243,0.732,0.695,0.849,31zLkaElQKtj8hDigVB31n,3
0.0309,0.0,0.082,0.769,0.735,0.648,0xR8lFvagLHapgSw6C5Y5i,3
0.033,0.0,0.311,0.696,0.66,0.773,2A9ERxDfT3sdShrDUtTnaS,3
0.0265,0.0,0.65,0.462,0.641,0.317,2Qqby4S52keCDukyq5EcBZ,4
0.0503,3.82e-06,0.405,0.829,0.836,0.91,7GswRwV5zQcMsys9niOQ87,3
0.0294,0.000543,0.317,0.521,0.511,0.549,7MdWQ5TLm9snNKXpmcwk9l,4
0.0438,0.0,0.445,0.553,0.768,0.81,74oyvAPVoZvnEHDwZQgYnL,3
0.0282,0.000197,0.727,0.455,0.545,0.309,4RldvvNaEdteK2I0y6NWTR,4
0.0308,0.0,0.831,0.414,0.505,0.585,2WNcZzyx0W4ufueyWSF3qd,4
0.199,0.0,0.401,0.864,0.529,0.42,32bfqEO7JcH2x0XFxVVVf0,2
0.0273,4.47e-05,0.273,0.726,0.672,0.499,785ZRMI26hpfunah6gxfvE,3
0.0479,0.0,0.102,0.84,0.603,0.541,557rfmFFNH4YwsE2OYZfhF,3
0.0393,0.0,0.276,0.777,0.606,0.49,2EDbLhcX7HRoSj9gvG1MQO,0
0.0396,2.6e-05,0.0531,0.6,0.487,0.49,5okWmLTI9nYRZ5HcSoKffK,0
0.0282,0.00213,0.479,0.529,0.608,0.526,0fNVf87epF7g8qTtAozihN,4
0.0264,0.00382,0.126,0.542,0.599,0.764,6q91dRcubenCmtWe0tO6ud,3
0.026,0.0,0.0442,0.604,0.595,0.709,6GbKzazubOXElqLC1wNFU3,3
0.0474,0.0,0.651,0.55,0.688,0.445,09KvWJRQrqRaTxvNNtJFc7,4
0.0307,0.00123,0.126,0.546,0.73,0.642,1Z4oveFlLPWBAWHCZamcyS,3
0.0369,0.016,0.201,0.793,0.508,0.91,2vDWNjHqsqEKyfMGAtv61J,3
0.0242,1.34e-05,0.359,0.53,0.58,0.572,1JDTv7O9CwSGN8iLyaLNyx,4
0.0414,0.00017,0.0799,0.754,0.573,0.692,25QJf8CvD8WtK5iF4vRpQO,3
0.0247,0.000638,0.853,0.363,0.665,0.352,0FVX4SksBjtW12WwXmaTvA,4
0.0517,0.0,0.97,0.0752,0.551,0.142,3q3hcw8QF3feQOpd3xKdMy,5
0.0566,0.0,0.0268,0.923,0.517,0.383,0ZesYm9KhuCthYX8No6eMs,0
0.0372,0.0,0.0401,0.896,0.587,0.67,7sA9nuB1TGbZ4iHzLL80FH,3
0.0324,0.0,0.021,0.657,0.667,0.607,7wruXOjVoOBFjqzCb8dz33,3
0.0363,0.0,0.00392,0.819,0.625,0.547,5a52GHQ6AhGwUcxhm15oZI,3
0.0378,0.0,0.855,0.315,0.621,0.212,0O7Hlfi7hBVZ0WSvIE1SRI,4
0.0297,4.51e-06,0.669,0.327,0.619,0.245,2VqE5LvdZ5S8CBrxubpakU,4
0.0293,0.0,0.0474,0.654,0.616,0.268,4N2YOk1bMtaDTOidVyhSIs,0
0.0307,0.0,0.382,0.6,0.624,0.862,2tQFUEceD3I2SHKzT6u9Z4,3
0.0308,0.0156,0.157,0.535,0.288,0.424,7IhQxfKt1rWvPSpWJcIpIk,0
