danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841,3jlbL2OTD5YmIunYzgQTAN,338853,4
0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,4fixebDZAVToLbUCuEloa2,224400,4
0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3FtYbEfBqAlGO46NUDQSAt,229640,3
0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,3U5JVgI2x4rDyHGObzJfNf,259333,4
0.453,0.655,9,-4.22,1,0.0259,0.0794,7.61e-06,0.0849,0.368,172.012,0ll8uFnc0nANY35E0Lfxvg,236160,4
0.673,0.683,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86,34ceTg8ChN5HjrqiIYCn9Q,232000,4
0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,04KTF78FFg8sOHC1BADqbY,228240,4
0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,3NLrRZoMF0Lx6zTlYqeIo4,238733,4
0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,2V4bv1fNWfTcyRJKmej6Sj,213293,4
0.745,0.219,5,-11.216,1,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,1zNXF2svmdlNxfS5XeNUgr,186251,4
0.554,0.932,5,-3.424,0,0.0485,0.00154,0.000142,0.425,0.478,112.49,1vcxF91pWs9uNwDROuiCPB,242280,4
0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,5FZxsHWIvUsmSK1IAvm2pp,255627,4
0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,0vg4WnUWvze6pBOJDTq99k,209493,4
0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,3Gf5nttwcX9aaSQXRWidEZ,291782,4
0.649,0.647,9,-7.695,0,0.0452,0.0039,0.161,0.0686,0.405,125.02,3850dYVgOFIXJh5U4BFEWH,337733,4
0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,4dyx5SzxPPaD8xQIid5Wjj,276693,4
0.508,0.72,11,-5.908,0,0.0628,0.272,0.0,0.0563,0.472,79.983,4JehYebiI9JE8sR8MisGVb,261640,4
0.423,0.714,11,-8.295,1,0.045,0.00113,6.28e-06,0.0855,0.593,110.017,1AdYZ6X00nXmO613Y7GJOl,227250,4
0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,0VwNdo84DaVYLIkbVO86ND,193147,4
0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,7wZUrN8oemZfsEd1CGkbXE,262467,4
0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01,7ElF5zxOwYP4qVSWVvse3W,201547,4
0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,3E7ZwUMJFqpsDOJzEkBrQ7,230640,4
0.74,0.766,6,-2.939,1,0.178,0.116,0.0,0.0406,0.807,170.531,7FDV5ELOJHCGLe52AnttEd,235133,4
0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,3GpbwCm3YxiWDvy29Uo3vP,204640,4
0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,5QpaGzWp0hwB5faV8dkbAz,208600,4
0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,3RmKpob8xzv1pzHEQrMJah,230133,4
0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,1f2V8U1BiWaC9aJWmpOARe,216933,4
0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,22PMfvdz35fFKYnJyMn077,230192,4
0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,25FTMokYEbEWHEdss5JLZS,241667,4
0.772,0.371,5,-5.743,0,0.0348,0.744,0.0,0.167,0.684,96.574,6nLvaCZFR1wEzW3sIKpsnr,233733,4
0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,0N3W5peJUQtI4eyR6GJT5O,234693,4
0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,455AfCsOhhLPRc68sE01D8,230747,4
0.317,0.172,10,-10.636,1,0.0326,0.907,0.000383,0.105,0.0963,65.18,5FgPwJ7Nh2FVmIXviKl2VF,212040,3
0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,7jk7gqyEonmVVYahZN5zhW,192360,4
0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,45hOioMDJktr86iKDHC8gr,216600,4
0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,4eAwB5pnKFTmsgc3zWoYO0,193893,4
0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,0mUyMawtxj1CJ76kn9gIZK,233640,4
0.557,0.8,10,-8.477,1,0.0601,0.00132,0.0012,0.0906,0.582,135.47,1sTsuZTdANkiFd7T34H3nb,245373,4
0.628,0.882,1,-5.024,0,0.0323,0.259,0.0,0.065,0.853,95.083,2T3jgoAMbBXiMMD8pSc6QL,184413,4
0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,1Je1IMUlBXcx1Fz0WE7oPT,173027,4
0.735,0.873,10,-3.493,0,0.0402,0.025,3.27e-06,0.265,0.586,108.021,4rTeOSYqwXNz5qPR2DUTFZ,224960,4
0.669,0.727,7,-7.588,1,0.0353,0.139,0.0,0.123,0.807,102.322,6xkryXuiZU360Lngd4sx13,243493,4
0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,6kvoHl80mfCVTv7XnZkjQn,258787,4
0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,1DIXPcTDzTj8ZMHt3PDt8p,240693,4
0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,6Qyc6fS4DsZjB2mRW9DsQs,289533,3
0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,503OTo2dSqe7qk76rgsbep,270587,4
0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,47BBI51FKFwOMlIiX6m8ya,213307,4
0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,2m1hi0nfMR9vdGC8UcrnwU,167067,4
0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,4EchqUKQ3qAQuRNKmeIpnf,180160,4
0.565,0.564,2,-10.044,1,0.0292,0.161,0.0,0.114,0.454,134.355,0jWgAnTrNZmOGmqgvHhZEm,295533,4
0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,3YRCqOhFifThpSRFJ1VWFM,536067,4
0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,1KGi9sZVMeszgZOWivFpxs,214400,4
0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,1LzNfuep1bnAUR9skqdHCK,295600,3
0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,1G391cbiT3v3Cywg8T7DM1,215907,4
0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,3ovjw5HZZv43SxTwApooCM,312360,4
0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,3MjUtNVVq3C8Fn0MP3zhXa,211067,4
0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,4JiEyzf0Md7KEFFGWDDdCr,336000,4
0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,64BbK9SFKH2jk86U3dGj2P,255373,4
0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,4eHbdreAnSOrDDsFfc4Fpm,271093,4
0.391,0.951,6,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66,4LJhJ6DQS7NwE7UKtvcM52,148360,4
0.663,0.296,9,-18.09,1,0.0294,0.68,0.00837,0.0879,0.359,112.306,7w5AOd6HrDIHewHfpABEss,289067,4
0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,3cfOd4CMv2snFaKAnMdnvK,200373,4
0.585,0.494,3,-8.751,1,0.0353,0.363,0.0,0.0886,0.634,133.822,1wb4P4F0sxAQ2KXrRvsx6n,212200,4
0.704,0.861,2,-4.221,0,0.0493,0.587,0.0615,0.0992,0.636,128.99,3u5N55tHf7hXATSQrjBh2q,213394,4
0.526,0.749,3,-6.964,1,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,754kgU5rWscRTfvlsuEwFp,208680,4
0.578,0.817,0,-6.542,1,0.0363,0.183,3.06e-06,0.285,0.726,141.621,5DiXcVovI0FcY2s0icWWUu,272293,4
0.682,0.765,1,-5.021,0,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,2hnMS47jN0etwvFPzYk11f,182747,4
0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,6MdqqkQ8sSC0WB4i8PyRuQ,304600,4
0.657,0.639,10,-7.527,1,0.0412,0.581,0.0,0.278,0.674,124.882,6sxptembJVty4sNtcPMAVz,234493,4
0.652,0.917,6,-6.72,1,0.0548,0.0082,0.0,0.0509,0.459,132.975,2goLsvvODILDzeeiT4dAoR,239027,4
0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409,0Q0IVlqMV64kNLlwjPj0Hl,298773,4
0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,6urCAbunOQI4bLhmGpX7iS,263560,4
0.869,0.68,1,-6.233,1,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,75IN3CtuZwTHTnZvYM4qnJ,268400,4
0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,0gEyKnHvgkrkBM6fbeHdwK,274707,4
0.488,0.862,0,-7.595,1,0.0476,0.0204,0.0,0.359,0.706,104.56,1FkoVC85Ds3mFoK0fVqEqP,257827,4
0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,3G69vJMWsX6ZohTykad2AU,276187,4
0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06,6x4tKaOzfNJpEJHySoiJcs,220293,4
0.671,0.882,8,-6.149,0,0.0552,0.00181,0.667,0.285,0.787,136.955,5XVjNRubJUW0iPhhSWpLCj,214883,4
0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,15VRO9CQwMpbqUYA7e6Hwg,261093,4
0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,63OQupATfueTdZMWTxW03A,264067,4
0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,1Dr1fXbc2IxaK1Mu8P8Khz,178000,4
0.383,0.659,4,-5.558,1,0.0312,0.117,0.0,0.0778,0.327,140.795,2RChe0r2cMoyOvuKobZy44,353027,4
0.398,0.927,9,-4.212,1,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,4dVbhS6OiYvFikshyaQaCN,260027,4
0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,3jDdpx9PMlfMBS5tOBHFm9,213093,4
0.419,0.383,4,-11.782,1,0.0256,0.0724,0.0176,0.0896,0.35,87.568,2a1iMaoWQ5MnvLFBDv4qkf,257480,4
0.812,0.879,1,-10.998,0,0.0397,0.0167,0.224,0.366,0.962,129.991,5ZrDlcxIDZyjOzHdYW1ydr,197960,4
0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31,1Jaah2tmN9Hv81A87KZ1MU,244667,4
0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265,7nYvUtkQMx1v80S2FH2s9J,248867,4
0.428,0.276,4,-11.729,1,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,33LC84JgLvK2KuW43MfaNq,280000,1
0.663,0.477,1,-8.839,1,0.0414,0.644,0.0,0.122,0.643,143.173,1yr9HpAu3prvxmq783ZELn,191027,4
0.704,0.636,9,-6.029,1,0.0252,0.0344,0.0,0.35,0.89,111.845,7aQjPecQdIuNd1sz3KCDhD,193953,4
0.383,0.662,2,-5.162,1,0.0333,0.165,0.0,0.248,0.138,121.154,225xvV8r1yKMHErSWivnow,298760,4
0.621,0.901,2,-5.396,1,0.0302,0.17,0.0,0.0875,0.744,113.967,1Cwsd5xI8CajJz795oy4XF,300773,4
0.6,0.706,10,-7.899,0,0.361,0.209,0.0,0.125,0.58,173.926,4IYKjN1DrYzxKXt0umJqsG,253533,4
0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,6PypGyiu0Y2lCDBN1XZEnP,320267,3
0.798,0.625,11,-9.689,1,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,6kWJvPfC4DgUpRsXKNa9z9,211213,4
0.37,0.866,6,-3.879,0,0.0384,0.0868,0.0,0.137,0.427,162.086,74irxdVWstNlEQjsvArITq,316693,3
0.555,0.698,0,-8.874,1,0.0287,0.403,0.0,0.0851,0.816,168.12,013AWvizllIUEC2FOBzOnh,277267,4
0.535,0.505,2,-8.926,0,0.245,0.0393,0.0,0.0923,0.495,99.935,0uEp9E98JB5awlA084uaIg,320267,4
0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,4INDiWSKvqSKDEu7mh8HFz,257400,4
0.723,0.895,11,-3.707,0,0.102,0.088,0.0,0.0717,0.963,143.373,3SFXsFpeGmBTtQvKiwYMDA,188667,4
0.669,0.821,11,-4.37,0,0.29,0.00182,0.0,0.147,0.684,94.895,5Tbpp3OLLClPJF8t1DmrFD,237573,4
0.425,0.954,1,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,0Ph6L4l8dYUuXFmb71Ajnd,243160,4
0.615,0.467,1,-9.883,1,0.0327,0.314,0.0,0.099,0.177,119.919,28UMiBhn383n9S7GL4tsxD,273667,4
0.584,0.533,10,-7.11,0,0.0305,0.684,0.0,0.306,0.224,131.745,3YKptz29AsOlm7WAVnztBh,288427,3
0.801,0.948,11,-4.623,0,0.0386,0.0117,0.457,0.025,0.968,138.489,5N6M8yDiMV32T6Rkzh8EbW,202583,4
0.865,0.665,7,-6.289,1,0.073,0.0453,0.0,0.224,0.331,111.113,1ofhfV90EnYhEr7Un2fWiv,268827,4
0.897,0.611,11,-10.489,1,0.211,0.0291,0.186,0.0894,0.769,102.304,1oTHteQbmJw15rPxPVXUTv,208267,4
0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,3mwvKOyMmG77zZRunnxp9E,159227,4
0.859,0.905,0,-5.539,0,0.129,0.205,0.00837,0.322,0.731,89.946,3wuCCNCnBhJlwkIJTBZFiv,284160,4
0.429,0.594,4,-6.251,1,0.0277,0.156,4.95e-06,0.1,0.236,150.22,1M2nd8jNUkkwrc1dgBPTJz,265000,4
0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026,42et6fnHCw1HIPSrdPprMl,268360,4
0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,1pKYYY0dkg23sQQXi0Q5zN,429533,4
0.725,0.583,1,-9.942,0,0.0427,0.3,0.000238,0.0665,0.762,79.984,3yUcJwYu7fXAfqMj9krY6l,218360,4
0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,1B75hgRqe7A4fwee3g3Wmu,257360,4
0.811,0.823,4,-5.921,0,0.0423,0.0553,4.52e-06,0.158,0.827,106.929,7L93GESzq43UkKUt5FsOCq,218547,4
0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,6qspW4YKycviDFjHBOaqUY,279507,4
0.512,0.574,5,-7.016,1,0.0273,0.0425,2.31e-05,0.105,0.161,119.917,5GHY1DFWKz3Prg2V0Iodqo,280040,4
0.309,0.596,5,-5.599,1,0.0293,0.101,0.0,0.21,0.161,164.587,1zng9uqqXoPkmU05nsAlsw,394400,3
0.472,0.652,1,-10.171,0,0.0305,0.0131,1.12e-05,0.14,0.401,140.124,0wokCRaKD0zPNhMRXAgVsr,340200,4
0.461,0.448,7,-10.665,1,0.0246,0.161,1.18e-06,0.0811,0.418,173.86,0gcjc7Vt5xtcfmJgf6g2IO,256827,4
0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,6mz1fBdKATx6qP4oP1I65G,251733,4
0.452,0.909,9,-3.977,1,0.0366,0.0313,0.0603,0.23,0.805,124.623,1v2zyAJrChw5JnfafSkwkJ,225787,4
0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,2IHaGyfxNoFPLJnaEg4GTs,270373,4
0.65,0.531,4,-8.335,1,0.0364,0.457,0.0,0.249,0.487,78.946,2aBxt229cbLDOvtL7Xbb9x,258133,4
0.384,0.438,0,-9.149,1,0.0362,0.753,0.0,0.101,0.287,87.903,5EQzuYfTZt7B2LqlvTF49l,456867,4
0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,4BggEwLhGfrbrl7JBhC8EC,216733,4
0.607,0.422,10,-13.364,0,0.499,0.209,0.0,0.0839,0.563,130.47,3vZO25GdYuqFrR1kzZADnp,226987,3
0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716,11mwFrKvLXCbcVGNxffGyP,217573,4
0.467,0.958,4,-4.808,0,0.0775,0.000479,0.199,0.299,0.701,145.92,5xC8uOesnn0udeXAYlAnoY,180880,4
0.704,0.707,1,-6.537,0,0.0391,0.539,0.00106,0.318,0.761,93.145,6sHsXIJoEN5JpdkGMQDJxt,294787,4
0.328,0.936,0,-3.254,1,0.0628,0.0665,2.61e-06,0.165,0.31,162.97,12dU3vAh6AFoJkisorfoUl,289560,4
0.478,0.854,7,-5.454,1,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,1A5V1sxyCLpKJezp75tUXn,274160,4
0.832,0.838,1,-5.414,0,0.0421,0.0791,0.0,0.152,0.965,100.021,5fRvePkRGdpn2nKacG7I6d,218733,4
0.438,0.606,7,-6.549,1,0.0305,0.3,4.49e-06,0.0754,0.266,133.822,3Nf8oGn1okobzjDcFCvT6n,240760,4
0.679,0.568,6,-10.74,1,0.0423,0.422,0.00928,0.322,0.93,159.69,6VnpKLtfNH4Dk09YSGPSyR,242640,4
0.787,0.728,0,-7.705,1,0.218,0.0124,0.0,0.157,0.94,173.026,1SssFw74DdHVjRa6ADggdD,227067,4
0.662,0.949,6,-4.758,1,0.108,0.128,0.0,0.135,0.516,91.954,2hNaljpWGHzwcIvkPIHMk7,229360,4
0.445,0.856,9,-3.674,1,0.0327,0.000202,0.0101,0.367,0.486,105.872,0NJC0FDCODpPUntRTTQq97,308333,3
0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641,1Oi2zpmL81Q0yScF1zxaC0,256027,4
0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,0z1b34WikhOH9ZxU8QDWcv,312627,4
0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,5TAf4lnZCZTLlZHNZMLFLi,239440,4
0.741,0.29,5,-13.251,1,0.0302,0.294,0.118,0.0924,0.443,93.699,3fbnbn6A5O5RNb08tlUEgd,195080,4
0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,0hrBpAOgrt8RXigk83LLNE,191240,4
0.64,0.427,5,-9.29,0,0.0241,0.0664,0.0,0.0579,0.529,149.703,3l3xTXsUXeWlkPqzMs7mPD,351467,3
0.523,0.689,10,-6.58,1,0.027,0.228,0.0,0.109,0.547,84.09,0PCGfA36HrVPmsBZJ57zOU,246240,4
0.651,0.766,0,-9.935,1,0.0299,0.206,0.00103,0.362,0.949,116.74,17S4XrLvF5jlGvGCJHgF51,242107,4
0.546,0.519,8,-9.072,1,0.0291,0.36,0.00046,0.24,0.247,140.054,5kK1Iru9ogP3Iy1zsANU1n,342400,4
0.408,0.582,11,-8.305,1,0.0508,0.218,0.0,0.159,0.365,114.926,1d6KS9GH06JAd19uiBy9IE,230000,5
0.831,0.735,0,-6.254,0,0.0384,0.00397,0.0205,0.123,0.97,122.979,5EYdTPdJD74r9EVZBztqGG,260507,4
0.622,0.829,2,-5.548,1,0.029,0.11,0.0,0.0954,0.539,110.367,1uzWOoJdADfstQuFtQFTUn,257373,4
0.42,0.672,6,-7.902,1,0.027,0.0067,0.0,0.108,0.476,168.019,2KVwlelhxKUy8LVV6JypH3,238667,4
0.262,0.777,11,-8.671,1,0.0632,0.0109,0.113,0.12,0.264,152.5,0rFWuqFgHAfuzE8uSB9TWR,182733,4
0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,1PEqh7awkpuepLBSq8ZwqD,239960,4
0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997,67Hna13dNDkZvBpTXRIaOJ,330773,4
0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,7mnGQesk1TzQLzQ9bYWZPR,224693,4
0.576,0.526,6,-8.524,1,0.0325,0.323,2.01e-06,0.0548,0.147,122.06,1kMOJBmpfWD9fir6st9uqS,213667,4
0.867,0.538,2,-16.183,1,0.361,0.242,1.75e-05,0.316,0.781,158.328,4fxF8ljwryMZX5c9EKrLFE,249933,4
0.521,0.673,8,-8.685,1,0.0284,0.00573,0.0,0.12,0.543,108.031,5vYA1mW9g2Coh1HUFUSmlb,225947,4
0.395,0.843,8,-4.476,1,0.0374,0.00483,0.0,0.0404,0.481,112.423,0nnwn7LWHCAu09jfuH1xTA,212067,4
0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,2YodwKJnbPyNKe8XXSE9V7,257053,4
0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,2tUBqZG2AbRi7Q0BIrVrEj,291293,4
0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0153,0.036,0.847,117.046,5ChkMS8OtdzJeqyybCc9R5,293827,4
0.724,0.436,0,-9.321,1,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,1Jj6MF0xDOMA3Ut2Z368Bx,243067,4
0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,2WfaOiMkCvy7F5fcp2zZ8L,225280,4
0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,2vz1CsL5WBsbpBcwgboTAw,226827,4
0.822,0.478,1,-8.746,1,0.0343,0.559,0.0073,0.0813,0.722,117.394,0SNGe4xksgp7CGnY5kMXOJ,251573,4
0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4RvWPyQ5RL0ao9LPZeSouE,251489,4
0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,1jDJFeK9x3OZboIAHsY9k2,183440,4
0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,1TfqLAPs4K3s2rJMoCokcS,216933,4
0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,0GONea6G2XdnHWjNZd6zt3,216053,4
0.574,0.628,2,-8.815,0,0.036,0.13,0.0,0.271,0.803,153.119,4jDmJ51x1o9NZB5Nxxc7gY,300107,4
0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,0ikz6tENMONtK6qGkOrU3c,231333,4
0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4y1LsJpmMti1PfRQV9AWWe,238267,4
0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,05wIrZSwuaVWhcv5FfqeH0,238733,4
0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,4cOdK2wGLETKBW3PvgPWqT,213573,4
0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,29d0nY7TzCoi22XBqDQkiP,300840,4
0.701,0.944,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993,5zA8vzDGqPl2AzZkEYQGKh,197707,4
0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,6ADSaE87h8Y3lccZlBJdXH,295516,4
0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,0cGG2EouYCEEC3xfa0tDFV,153800,4
0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92e-06,0.197,0.918,138.827,1OOtq8tRnDM8kG2gqUPjAj,258040,4
0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,5O4erNlJ74PIF6kGol1ZrC,237000,4
0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,0WQiDwKJclirSYG9v5tayI,244587,4
0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,1JLn8RhQzHz3qDqsChcmBl,304787,4
0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,7FwBtcecmlpc1sLySPXeGE,241307,4
0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,7N3PAbqfTjSEU1edb2tY8j,241600,4
0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,2M9ro2krNb7nr7HSprkEgo,296800,4
0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,4o6BgsqLIBViaGVbx5rbRk,190627,4
0.617,0.533,3,-11.516,0,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,0QKfiqpEU4h9ycPSzIFwYe,244707,4
0.382,0.589,9,-7.315,0,0.0267,0.0465,0.0,0.122,0.335,140.059,7Ewz6bJ97vUqk5HdkvguFQ,243360,4
0.564,0.774,1,-9.424,1,0.0368,0.0135,0.00191,0.0861,0.657,100.894,6wpGqhRvJGNNXwWlPmkMyO,277477,4
0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,4w3tQBXhn5345eUXDGBWZG,162467,4
0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,3MrRksHupTVEQ7YbA0FsZK,310333,4
0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,7wuJGgpTNzbUyn26IOY6rj,267360,4
0.643,0.802,6,-4.92,1,0.0227,0.0299,0.0,0.0719,0.53,95.99,3X7uFMzJrEE0sxn62qd8Ch,270333,4
0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,2KH16WveTQWT6KOG9Rg6e2,245640,4
0.675,0.649,5,-10.271,1,0.0319,0.0204,0.0,0.0959,0.596,116.624,0odIT9B9BvOCnXfS0e4lB5,228000,4
