danceability,tempo,energy,valence,mode,id,cluster
0.746,123.988,0.749,0.0342,0,62piGIpUTsY8HA7tdjfLS8,13
0.748,127.01,0.617,0.11,0,5NfgFRdfNQ4HFVPGRoVMU6,13
0.675,121.033,0.747,0.159,0,2Ftoh82TZBdd5VduEm8T44,13
0.669,123.993,0.592,0.0515,1,3wO96BMLqvUSMowH19eWis,0
0.675,128.001,0.748,0.113,0,5uVU4VEQmzeNg0F11Jxu47,13
0.65,119.992,0.624,0.309,1,7MbfrPIsgFDVJifA7p7Evk,0
0.625,123.993,0.793,0.146,0,04VNPjMAsLO49GPgsl8xrq,13
0.621,122.051,0.64,0.0961,0,54CipIOeFb1lZYFhHi26lo,13
0.437,129.996,0.954,0.0397,0,1wpbmqF1IFW1W1Zut5aquK,3
0.729,110.997,0.685,0.108,0,4rw9xbxHWWRuihfAvQG3M2,13
0.651,122.99,0.93,0.0776,0,5bsWIPw0w09vT2lDV2nDQw,13
0.71,119.994,0.635,0.177,0,7t9PLlf9nI2Xo8WRrfcItk,13
0.613,118.068,0.85,0.186,0,1SGbmqB3dxlrp4YkKzZUto,13
0.709,124.977,0.8,0.211,0,3MOUt4k7KUP8qVheHT8RG0,13
0.768,124.956,0.613,0.218,0,2CAQr9uW764IVG1eIQyeSg,13
0.564,119.993,0.826,0.296,1,5En5CwjHaxxj7LpwpHojL3,0
0.795,121.989,0.427,0.477,0,2RP4PD9GgLI84f4YgYjP4X,13
0.612,123.063,0.848,0.0383,0,1jCfoQwzEeIuawlCbhM1Kp,13
0.719,121.013,0.733,0.0557,1,1tdQXdkWEp1OreYbLqciFi,0
0.759,123.033,0.603,0.544,0,1e806Bcl0zWAr4Q3YhaMJD,4
0.555,138.031,0.735,0.32,0,6WqO9gLZu212VEJcVFAYdo,3
0.713,120.012,0.584,0.0441,0,1WkzL4XjkAY76sasIUdU6l,13
0.792,123.998,0.832,0.125,1,5oWNQlLaRLALWkKz3JuTap,0
0.68,125.009,0.927,0.117,0,49KOIOQPegsRJM9gYhfCw3,13
0.727,121.001,0.605,0.425,1,69xVp5nLMHBlD7KWdm3YEP,0
0.674,122.979,0.662,0.322,1,6G40wvmUlCrx5KqGFN5H4X,0
0.519,150.05,0.853,0.334,0,64rYiYzQNM4uRx6m03Uv9J,3
0.599,127.968,0.84,0.0361,0,512m11L55vWoUbqrkObdCz,3
0.542,122.984,0.634,0.166,1,0YlaTJMGeSkSocg77wPpJu,0
0.52,124.004,0.962,0.0305,1,4Lq4TjaQWTNmo5viydoLLa,0
0.708,124.983,0.818,0.0372,1,3iFMV4VhTXINenfrLNWAiy,0
0.798,128.025,0.726,0.38,1,0ihobYmU0yxWaw0GpZFSpY,0
0.574,123.01,0.898,0.0768,0,6vOane9RzzOIITCvbHJ6m2,3
0.789,122.995,0.435,0.166,0,05GvwwTLLID738BbKN1ze0,13
0.558,123.998,0.834,0.108,1,5cGBQ9W3XtRuRQFgDklDrI,0
0.653,119.98,0.604,0.0768,0,5L8R2cyft2HfQ1IlfVAbcz,13
0.788,122.008,0.786,0.157,0,1GHOLip5jcgRIBqd8QUx7N,13
0.769,105.032,0.596,0.259,0,3h0tEwAyOCQDa4X8NEcy0Q,13
0.685,122.005,0.786,0.146,0,7ifPwC6SBd3NSr4ozhIOz2,13
0.679,124.005,0.915,0.106,1,46OIVHWlExMXlqYRCpkEYd,0
0.663,121.959,0.499,0.141,0,0WGelFYfITJmfOnNyhRUq7,13
0.688,123.011,0.654,0.59,1,04BNQFaBlFF7WDeTb1V0AP,12
0.713,119.993,0.719,0.24,1,1nV6VafLPuRSsXgbDY3i6L,0
0.61,122.954,0.898,0.356,0,1laVJxoALXrvIeVesYSkzW,13
0.598,182.988,0.561,0.0385,0,1MvLmHeLkaNgUScgbUVnWJ,3
0.61,121.014,0.858,0.63,1,6KTWtfD0ciy5N3Lid45D3G,12
0.795,120.017,0.474,0.477,1,2R2haDSmphwkn4kANdHU5P,0
0.679,120.002,0.568,0.0636,1,35fdRgZrz5ujDGBaqhoPE8,0
0.699,115.073,0.518,0.0508,1,1TW9J0imyVBMihuwHqJ5sf,0
0.759,124.007,0.672,0.0885,0,32cwP8NCIBrDj0mTcqZfYv,13
0.697,123.955,0.419,0.288,0,0f8PWE8E1UB3HqREAkqoa5,13
0.799,119.991,0.519,0.121,1,1OxaAC72au0z2HORS9yt1m,0
0.741,111.984,0.592,0.822,0,1hgX0ZmmP7IRRjUFCIBrnQ,4
0.648,112.004,0.573,0.0764,0,1QOVSkrcX34pDPPxa1Xv5y,13
0.655,122.044,0.787,0.0394,1,0GZ6PpNaMiViu3J0MDZztp,0
0.691,120.008,0.68,0.101,1,1Swh2Td4N7mpMG9xyG09gA,0
0.781,120.026,0.715,0.63,1,7sfpydlJrHpTi533idUuZV,12
0.68,120.012,0.722,0.2,0,1YGVpvE7hKdqNArudG04Ll,13
0.779,124.021,0.727,0.455,0,0fp6PDlnCkmdE0F3s0tfr6,13
0.634,126.977,0.659,0.38,1,3360fzHkXtFCGSnTpyBMRA,0
0.66,123.997,0.836,0.765,0,6hAII4Wyrr0eV4MmPnsTuY,4
0.541,123.968,0.911,0.026,1,4Xz2mxHREzWiEr0AyCJuU6,0
0.804,117.99,0.776,0.127,0,4FIGor0hvkEyu8ZAnjWAe7,13
0.813,116.992,0.437,0.105,0,6BFgRgJWIuIba0K5IKupnT,13
0.67,121.976,0.711,0.691,0,59kl6e4q6sCJlxCgLZdJGo,4
0.691,105.976,0.545,0.514,1,0qHD5pzpp1zSPa5Ud74WDC,5
0.744,124.005,0.577,0.321,0,3PslwX8mesV86hl9fDi3fK,13
0.712,116.016,0.569,0.241,0,6I7nESv5d9zf9DcEA9I25u,13
0.65,120.986,0.815,0.0393,0,27qGyy5X3rkrIQ6XXx8r5V,13
0.651,122.969,0.76,0.137,1,6CMF35Wo3xRxGTLDMjvxlY,0
0.643,106.95,0.558,0.238,1,6HAVjFro6OKMcY2xHOP0l7,0
0.681,121.999,0.935,0.0584,0,0uTkVCAf8PxMo8NJ3tFYzH,13
0.653,194.045,0.517,0.561,0,09HJT2vVbWKXllFwN9qZ5W,11
0.723,120.008,0.615,0.0406,0,0f91Dvbc5tc6DN7e2QaNyC,13
0.67,113.997,0.434,0.136,0,2W9zh4QNFmuOyKHbtYYNm0,13
0.362,184.216,0.534,0.238,0,5QZdeEHEHy1Jphbral0nbv,3
0.733,125.03,0.411,0.359,1,1fhFDn9W8ehz6rqomxDUW4,0
0.608,126.023,0.637,0.191,1,2cVGCUx6xnmcdIz2Ns9OLw,0
0.699,120.025,0.609,0.121,0,1C4c6ojhV5NJDIS8KpDNNo,13
0.594,122.051,0.764,0.0358,1,2nVUEKKPv9DDilSZwCcMfu,0
0.702,120.998,0.875,0.0509,1,0dmXGQ2zRVOm6N60S0UdHK,0
0.879,122.024,0.621,0.515,1,5ImCVtO1gvcD1ttdG5SrQT,12
0.75,114.013,0.596,0.039,0,7uEYsZQ6fuvvbsnGVAp8Ls,13
0.66,106.0,0.684,0.103,1,5aPAaUZP8YvSaZRGfdoLbt,0
0.62,119.002,0.835,0.426,0,3velQ2xk4VMEb5No5W3bkQ,13
0.764,119.953,0.489,0.496,1,1hBvUKlvyia60edCcBsxkv,0
0.618,123.989,0.943,0.0915,0,5CvaeEX9dU9ZhwyoVIIgTO,3
0.702,101.018,0.403,0.0716,1,59vGBEz1TByo4BCuKFF8P0,5
0.578,120.998,0.743,0.136,1,4HWadIQagwXOjf14aUD6qg,0
0.645,121.994,0.572,0.121,1,5tsVgtKdAfKGcVIcCHvyxe,0
0.703,124.039,0.571,0.735,0,5z3Qr6kEyJiZhB0WHJSmCQ,4
0.793,124.012,0.605,0.314,1,5LRkGpPO2dYjqByYu7AsmD,0
0.738,123.987,0.617,0.343,0,0xgfpmTmQDHCO7fxMMG6Zw,13
0.419,107.878,0.635,0.0375,1,58sa3HUZL71gpMB6XvhaUo,6
0.462,124.018,0.741,0.0392,1,7E5Tl1oyZW5JPdhqGgW5hz,0
0.563,118.941,0.611,0.105,0,1JdScfytE2eaLeVJ7a7KUQ,13
0.711,120.975,0.756,0.384,1,5fRI7dWkOSw6DNaPef9MVV,0
0.582,117.028,0.655,0.0386,1,3hYVvOf0m67UxBdG57vgd5,0
0.652,124.012,0.602,0.0399,1,0SbDNXZYqfsMarINcb72X5,0
0.597,119.997,0.882,0.398,1,5lDYTWicLTLTBoQn2WvcXD,0
0.51,123.994,0.944,0.0309,0,1Roz7FfvXU50hWjdjEPvDo,3
0.674,117.988,0.439,0.0368,0,3NQOEIsyMlYGgy0i1pbxlL,13
0.768,124.956,0.613,0.218,0,5keheTPTVskQPPhrIkKd3i,13
0.673,119.991,0.84,0.529,1,5AcCFMfAjIxq07cibmttEo,12
0.575,124.0,0.767,0.137,1,768eZ69L0HODV9UlcriGaq,0
0.761,108.032,0.54,0.2,0,69cmKJCT4thXR1qT1g34w7,13
0.382,115.794,0.264,0.107,1,7LpEotX5nSacwXSuNOmJ1k,2
0.591,122.977,0.705,0.053,1,7mXcMycQqLHzo60E7WkvvG,0
0.641,124.012,0.726,0.0416,1,61Hn9ssQkVEWq4ZmPwHyzd,0
0.669,123.982,0.898,0.153,0,1jyIQoMPkCD6Pz1x1pzZs5,13
0.631,120.012,0.808,0.29,0,1kEdYirmW9IZ4R4QFaPvpE,13
0.717,115.996,0.522,0.381,1,5Akfx0bwY4my2qBOU5I21r,0
0.713,122.984,0.7,0.0827,0,2wwlAcqUIcvHNi3w2YWkZv,13
0.279,123.846,0.542,0.163,1,22QG2saDLvgToHzeOZPm20,2
0.673,124.995,0.901,0.276,1,1IQIzH150iF2R5NaBRyGAG,0
0.531,122.977,0.614,0.0393,1,7bPzk1B12yFWpnbzZIQGhm,0
0.584,123.019,0.772,0.138,1,3FzB5aTsvd9QcZ0MW4WOoH,0
0.61,89.769,0.571,0.147,1,3PVczFr0abPSkgcwjXJJDh,5
0.664,124.0,0.524,0.403,1,1V2Z18nOByb7DqCECFh2Yt,0
0.778,129.035,0.83,0.773,1,5xHFQvcmStd8e53BgXChlD,12
0.469,113.999,0.673,0.236,0,4Ir2UxDlAm01qmv3eSZYlP,3
0.647,111.01,0.717,0.158,0,4AoQ3IvQqXjFhvtVyrGfGn,13
0.612,122.001,0.741,0.0672,0,56pKxbJR1QFD8fmcqNI4R5,13
0.637,118.022,0.782,0.0792,0,52Ef7FHOaP7KRzlhTrw8LC,13
0.496,130.0,0.873,0.0458,1,4ho6jJU2nbX0NbiF33i4tX,8
0.637,119.995,0.687,0.0878,1,1xjvIE3l0BACb24sF2TpPH,0
0.613,122.746,0.697,0.476,1,0DiWol3AO6WpXZgp0goxAV,0
0.638,139.052,0.877,0.743,1,52LJ3hyknOijCrE5gCD0rE,10
0.597,126.342,0.837,0.447,1,1xNcBAoUw8Hz6LqK2jt4Ff,0
0.604,137.064,0.755,0.387,1,4wtR6HB3XekEengMX17cpc,0
0.729,124.149,0.662,0.359,0,1mv4lh1rW1K6xhxhJmEezy,13
0.762,129.026,0.754,0.715,0,4LjfIjS8iweFCPdKxLnEoV,4
0.793,123.017,0.5,0.833,0,1EWsVHU4FNAdtN4R8FETag,4
0.605,125.99,0.874,0.836,0,0F2BxpbxH8Yc3pLub48hrb,4
0.793,130.017,0.698,0.339,1,1n7omixiROWs5q6xpWiQuL,0
0.753,123.943,0.835,0.669,0,2SCP5oOX5OSp5RT83h2rs0,4
0.621,127.973,0.923,0.716,0,4LiJE6pqgsTX3FtukW6bNh,4
0.632,127.001,0.92,0.363,1,7kXmJwrZGIhDaLT9sNo3ut,0
0.571,137.965,0.953,0.601,1,72SpPFrMYCXLB3Fbw9tEgf,10
0.672,130.218,0.941,0.754,0,1CgbwsrNDlFrRuk2ebQ7zr,4
0.817,123.474,0.716,0.692,0,5W3cjX2J3tjhG8zb6u0qHn,4
0.578,126.979,0.857,0.188,0,1PAYgOjp1c9rrZ2kVQg2vN,3
0.773,127.93,0.813,0.707,0,2MGRnjJc7C0z3EOEWRqcMw,4
0.716,139.986,0.757,0.877,0,5Yaw45Q7W0irDbTVN5LOVs,4
0.671,132.051,0.805,0.866,0,0vBpyfpW2lARGh3AZFtWRi,4
0.829,127.999,0.965,0.729,0,7lMIJ4EFWRVoAIPDpeGyM3,4
0.803,127.985,0.885,0.654,0,1TtteYFQeZfSU8AmfIAOvu,4
0.626,128.078,0.933,0.291,1,7pGboneNRAZ5zwT7M3WayC,0
0.604,139.975,0.939,0.205,0,3Q2M6sNKDwoqZGBvwdFqZr,3
0.266,127.986,0.95,0.158,0,6A8llSO9QFF4djCCmuCrNu,3
0.751,129.993,0.641,0.965,0,6ouTGbETM7ZdID1eMXZJde,4
0.808,124.999,0.982,0.961,0,4fazGt0v2v2zkzddQOcDZD,4
0.709,114.717,0.687,0.765,0,6b9hm8mvZ2KH7Fl7LLA5ct,4
0.617,138.001,0.79,0.267,0,0EcH1iItB5rVIZaaiQMbsG,13
0.675,129.967,0.862,0.498,1,77FULy278MulVvGWS8BfK7,0
0.577,126.988,0.729,0.177,0,5xcunlfaZvD9BDQsLONI7A,13
0.727,127.011,0.889,0.656,0,6yeO8fapOJGqL8Hr0Da2l3,4
0.631,138.043,0.912,0.329,0,0P2sfcfRD0lWw4b8eXegmR,13
0.714,137.834,0.642,0.102,0,4dFsZLGVr40S9veNWXBCoe,13
0.675,125.843,0.868,0.539,0,0e8C9dPERvvARURkNOFrrC,4
0.711,134.21,0.937,0.57,1,0ygoI3HcoGScxt879A23Uk,12
0.672,127.974,0.592,0.489,0,62h4GYm6aTqS0dsfJtKYIX,13
0.682,127.867,0.93,0.46,0,0TBaFEx7WENZgqLXWErD0b,13
0.699,124.981,0.737,0.543,1,77w8cBOdasP7aNcPD9Dec8,12
0.588,129.959,0.749,0.248,1,5bJ3imTI0ErWNsFWEgi5F8,0
0.8,125.008,0.64,0.0938,0,1Hi9I8Qwt1ADYYlzDge3Np,13
0.721,103.211,0.794,0.562,1,6A4Kuy7JL0Znab3Skgloiv,12
0.693,130.998,0.665,0.616,0,3SbCWIF7UaSewGfGHkFEI2,4
0.776,130.022,0.878,0.96,1,4s3CHmungRHAI5ho2edqXb,12
0.71,127.107,0.757,0.492,1,7gWc0QEt2hoIkMv3XxPY1T,0
0.541,128.584,0.931,0.148,0,4RQGig0Vhr4GXmqfklCCyK,3
0.615,129.944,0.913,0.45,0,6FbGlkHKGkYqpSCuBgurn3,13
0.607,127.996,0.852,0.718,0,62JXnYxY7u5JVLtpTbnOKw,4
0.654,129.928,0.856,0.574,1,6hL8PxitrG9hSXUmgWkG3N,12
0.529,128.014,0.747,0.195,1,3GhICQNsmPCPgG7RyHAV8q,0
0.556,128.012,0.944,0.341,0,595nqFsvxhQ6CO2YG65W2D,3
0.67,135.972,0.945,0.806,1,1GMw17BGY1vDWNJ4xVo9V6,12
0.898,127.013,0.593,0.419,0,2RSxUNaF8EZI3B7guqXAPk,13
0.579,142.025,0.981,0.276,1,2rVa6UVT2f95l3bGcMGCWQ,0
0.574,134.987,0.901,0.483,0,3GQmTjG7lCwEiujCanfRQI,11
0.658,139.997,0.947,0.412,0,2EhlTKxStybQpKktuuanws,13
0.794,123.67,0.901,0.794,0,1EYYoG6P9cQdYXG6Nv5mXu,4
0.501,120.859,0.869,0.352,0,53SqGkNJAYLss9AgbduTqQ,3
0.526,138.048,0.935,0.0581,0,6aMbSmv99DETtr97inIrJ4,3
0.678,126.001,0.896,0.678,0,12lTG2CsivVTCJH21qgkVz,4
0.703,138.033,0.848,0.502,1,1QfJwbwcWUHheqVo3yRfpd,0
0.509,132.009,0.904,0.153,1,4LIbYKwuUBMKmqyZZC7XVg,8
0.677,135.993,0.687,0.315,1,23x1l5fneuI3tfw52NftWH,0
0.698,126.02,0.852,0.158,0,3RaCcyWwRIdczuefF10UCb,13
0.662,126.986,0.881,0.732,0,56kdmEz12GpKkEzxhtHdl7,4
0.64,126.036,0.939,0.311,1,4PQCrz4sk00dIEmkwmmJCr,0
0.648,130.014,0.691,0.389,0,2WMur8xCATjMHLgpPHdosc,13
0.774,119.98,0.7,0.22,1,2jBQYMPjY0UspZAVyYPRUG,0
0.62,134.959,0.832,0.39,0,6SDy0CHEvHB591MeizBrqY,13
0.708,125.019,0.471,0.356,1,7nuPjNAEL3qcEUcZre7rJF,0
0.73,139.876,0.719,0.144,1,1cSOchpDSHvJjtBHLVrxT1,0
0.398,127.975,0.827,0.41,0,6FrchQ8NDHUI8ucAvz5zha,3
0.64,127.941,0.952,0.284,0,2YdJ7ZnaXUMZcGe46eCiER,13
0.698,126.014,0.897,0.387,1,3vVdNuzFHL0hmT8Xq4vbhY,0
0.83,128.042,0.676,0.602,0,4HolTVfZ37wQTg0eO29J3k,4
0.504,132.022,0.77,0.694,1,1lJUIg0FtOqApq4XPQqjrk,10
0.555,129.954,0.783,0.614,0,3gB5UMJqzC8Mt6ZBvGH8sP,11
0.418,127.908,0.724,0.526,0,35cYPqBXqob7yitjk4Cx3M,11
0.482,128.079,0.831,0.46,0,2D7KdXI212C2evy5hh1tI5,3
0.908,128.016,0.931,0.265,1,3fbGgsysR0OKzsdr20HD4T,0
0.685,125.988,0.615,0.167,0,58ma0p0GQqxfbe5vNFraUs,13
0.781,129.997,0.536,0.282,1,71kHGcF4NcAqKUopKqdtm7,0
0.689,129.97,0.456,0.575,0,4oNm4AlbUo8XEDayfLxoup,4
0.65,127.995,0.967,0.319,1,0X7ELV6fLyjynJ3MexWh4X,0
0.567,134.98,0.599,0.366,1,3pVwawYlhHg9cLKWpeaN3l,0
0.556,128.109,0.883,0.49,0,6ZTdvFWrzZc7CUEaVV0NmO,11
0.289,170.565,0.818,0.437,0,74rPAWzJdu1g43PtBpTGrf,11
0.742,128.032,0.876,0.466,0,42bWEclg5KT9KUbJYblSR5,13
0.812,124.95,0.696,0.331,1,67nOnSiH1QRUiYihmLBmwI,0
0.492,123.974,0.773,0.197,0,2drOnGxH4NvagDjre7GXCd,3
0.704,127.039,0.807,0.588,1,0t2xiLKPyfwxpuwmTKaiZ3,12
0.561,135.075,0.766,0.28,0,65UKBA32AVBzthOGP62D2U,3
0.595,132.007,0.833,0.554,1,3Gm5H7qzEctu0lDt2a4Kdt,0
0.753,130.022,0.844,0.825,1,5yjKR9RIBWixx9Cjz6FUft,12
0.58,135.015,0.92,0.476,0,091jue13VJFSl0OAJG6BJH,11
0.504,134.999,0.856,0.404,1,3BBioBvGxikn3mVT2hhrEm,8
0.736,127.945,0.812,0.379,1,7fvkfIQ4AsdNxDd45yR02F,0
0.521,128.949,0.625,0.287,1,4x5Y9ORUjOQs5JZk2uJ9bN,0
0.554,124.964,0.917,0.309,0,6bUSZYa1aaVXSk7HFzizTm,3
0.722,128.033,0.835,0.283,0,4ggVmEvo9FzExPonRRqqIS,13
0.741,127.976,0.762,0.561,0,13qQorfXRk2aktlkK1WUXj,4
0.683,126.988,0.678,0.45,1,1Dj7hbBEco5ZT0DqY7Q2IV,0
0.755,133.947,0.993,0.488,1,6vVBwOqsm2qOhL8ewESBBu,0
0.49,127.963,0.955,0.368,0,2Ug4PnkxcwkcL3fhM0B9Xe,3
0.657,129.977,0.965,0.259,0,4brtBQaAKwan97CyLNIG6t,13
0.798,129.997,0.676,0.891,0,52wJfSCcUt8qFkU0KYvQ4S,4
0.596,127.975,0.809,0.468,1,31gTL5XTmcI4JCSglW5Sda,0
0.595,127.99,0.733,0.39,1,7jI6ZgxuIsMniEf31TaeD9,0
0.787,128.007,0.537,0.079,0,1QSTWEdeiR8UbrMjZVSOq4,13
0.57,129.007,0.921,0.607,0,6I9eRIQ8ZCNM3VPAqYMgkx,11
0.822,135.651,0.879,0.332,1,1HYiVTgxERP2llm0yFzVNj,0
0.549,130.022,0.735,0.471,0,7mafch6fDbXB2on5mxijln,11
0.65,130.056,0.867,0.74,0,0XJ2Ng4XAxKjzpst5drVdm,4
0.673,130.738,0.939,0.0373,1,2rVoUSkbUS0dbKrHkZN2mi,0
0.589,128.011,0.892,0.588,0,6XWIwu69Yu7BwQJzDajYRY,11
0.665,128.019,0.919,0.153,1,7sOtNnr0Qv0WN0oWMj64yF,0
0.586,131.008,0.814,0.425,1,6k8cUsxbFMNoArTr2M0hEA,0
0.635,128.052,0.876,0.884,0,6mMeuIonqBIcuzCGY5Soqe,4
0.62,118.899,0.379,0.509,1,5aXfGM7WVcqyAvqnL7k0y3,5
0.372,96.17,0.247,0.239,1,5vUNRJsvEOUsz4sbKkJpFr,14
0.365,173.264,0.277,0.2,0,3s8GJ1A9ujxsKcLaJ2wY7Q,7
0.452,125.044,0.633,0.339,1,3j9AY9emI5H45iMxTpT4TJ,0
0.451,121.123,0.166,0.0901,1,7mMlbJlXXo2mRtQ4R9sIzD,2
0.59,126.721,0.242,0.366,0,6Vigp41BietH0WoFZ52JI5,7
0.608,99.938,0.307,0.505,0,6tmwEEqi4o7wpys88d0sqg,1
0.365,128.042,0.2,0.133,1,29CjkGjZnDVdJsfbRoNOGJ,2
0.736,143.996,0.847,0.915,1,7IQ7Tk8D6fFAgl6aL7u5ia,12
0.554,102.042,0.792,0.537,0,4BpndTKEqpLgntffipC53q,1
0.686,100.032,0.379,0.47,0,1LcxOZGMdAuScNbIN2Fvcq,1
0.604,91.985,0.621,0.207,1,0qynC1yRTNWI7JEsKV9dwg,5
0.354,175.537,0.415,0.421,1,18ZK9RiSZdZVTkzVFw0yin,8
0.621,122.941,0.317,0.38,1,2STdeJ27mvJ8wBrnvc2ZwS,5
0.607,115.682,0.669,0.578,1,1UToeULiroxGaVUHyAb7J2,12
0.501,86.066,0.189,0.387,1,28vyxr4A3WyiZ9dR1mTIr5,5
0.528,119.984,0.295,0.246,1,0fUsv9EmTEJNm3ydxOAIHL,5
0.444,101.998,0.471,0.0653,1,1C3arE9PgTbFPLp5n1c8PE,5
0.556,104.776,0.31,0.492,1,2HfKpWYPx4Os46z1K7yE4k,5
0.74,108.279,0.284,0.374,1,4f5LDR4RWrboZT1YoSUfcy,5
0.464,102.561,0.417,0.511,1,3fgjE7IXIkrPag6YKcKeHa,5
0.617,115.921,0.409,0.428,0,44W5tInDK41nwJ3k3AEplU,13
0.473,115.029,0.524,0.349,1,1oinuryVDJnYyWoYic9zDI,5
0.786,116.9,0.401,0.671,0,4Sea2XMlbP2Yt8E5CMwvbb,4
0.527,82.631,0.322,0.344,1,06R0AVKrZM91OJf1ubm80d,5
0.446,79.2,0.237,0.191,1,3fPc9bBcho6PKnaIkQs87u,14
0.644,123.709,0.514,0.589,0,6ehKqIkVCkz9chGBwk3alc,4
0.586,112.067,0.598,0.201,1,4ccQmBycgXDYtIA7Z1i32V,0
0.544,114.882,0.608,0.396,1,5axBwqXk8lLdtdc1tLCNPn,0
0.478,101.242,0.527,0.541,1,2YO0VBWKaIdtUqfOKelqF1,5
0.329,87.664,0.392,0.333,0,06N4bQF7MXzLbbifGMIJZW,9
0.467,145.786,0.26,0.228,1,4pgX15KGFNTHQFZg7GL3n8,2
0.629,94.147,0.308,0.153,1,2FkQbpFk34QN97I3OHmfaA,5
0.804,122.983,0.657,0.449,1,1QMSIsTV6lcLCQ9MBHTLhT,0
0.48,136.048,0.564,0.0389,0,35TLjgolZVn4NlnaMyWh3p,3
0.61,87.73,0.366,0.534,0,7ByRm8QpSxn2uK3Exa23yV,1
0.668,117.901,0.587,0.645,1,0cCz33JLQYo8LQTddyF0IY,12
0.454,107.65,0.24,0.204,0,055xQfsGKFSnFkeFGupmZ8,7
0.562,112.466,0.387,0.362,1,4gd5QOwPhztB74FW28S93P,5
0.75,109.986,0.263,0.619,0,4cO0l1PwQKdgWRimyb0jaf,4
0.36,161.065,0.471,0.291,0,24MoOLc4izxq0E0lzRxxJn,7
0.577,72.985,0.237,0.303,1,5aynOMgD0cXpcq8MJXkWjH,5
0.391,100.012,0.703,0.0353,1,36ILWiQk8S98bGF3waUpna,6
0.39,132.917,0.381,0.122,0,1zZEeO528oaVVBixuEgX7K,7
0.544,122.869,0.403,0.212,0,6jgDBaX7ZxirvxpvCRpiaN,7
0.735,129.942,0.43,0.522,1,0Vw98EX4aRLiBcNbeUYst9,0
0.461,104.972,0.325,0.179,1,62sJECqRfQ6P7pkNwfnkaO,5
0.619,156.041,0.412,0.638,1,2O5pJf3YqnPEvWeeLELl7R,10
0.22,74.026,0.279,0.148,1,1pfOZQDapYAnR5qbHZhsXm,14
0.782,123.988,0.539,0.717,0,1OJP62SC1v9V1AcQjBQF5q,4
0.563,127.911,0.347,0.228,0,4pIuWMo1pUkVGId6w2Ib3T,7
0.774,117.881,0.566,0.65,1,7AKVU7SsXyPlWvRJPSTWHV,12
0.549,127.823,0.449,0.296,1,2Nf0RbvVIKcL0SbEziqArb,0
0.48,136.804,0.406,0.196,0,072qkZtviQdaPDhfHPtnZi,7
0.552,119.9,0.327,0.442,1,4beQ74mY5EVRwXgBJ7wFf6,5
0.637,104.962,0.498,0.317,0,5eaYAQU1cr3M8hLdF71Fg7,13
0.71,96.999,0.697,0.424,1,0kmnAeHOhccNv6cCRj1wks,0
0.677,121.987,0.455,0.321,1,3QcvwgkJmYL6Hz7tvYqkD3,0
0.669,117.707,0.349,0.536,1,4UKlAy4rj6kCXZ076PyHyd,5
0.481,125.13,0.351,0.189,1,0hsEwB7RvpWOJYZnAF4j4E,2
0.444,90.638,0.183,0.294,1,46iMzIoVmlfuorWb6ixZKm,5
0.464,89.365,0.207,0.285,1,1m5ZEyOd6b6RU6wJbdh6u1,5
0.613,118.761,0.567,0.303,1,4Ujd4ROrsrujyD4GQZi4oh,0
0.456,133.412,0.282,0.147,0,04dOtnqQD8Sn8RJ8DJZFZb,7
0.543,121.763,0.601,0.486,1,0GGVNLSXv3uaN0GrXvDsOC,0
0.564,121.306,0.328,0.244,1,3VuLFnOmk8EjVyehCJfzhT,5
0.737,102.86,0.591,0.657,1,1xgAlkJVfaLJmN3Fv5yM6H,12
0.489,105.016,0.375,0.275,0,1b9eTPaaSnacG9EAblx8r5,1
0.517,133.845,0.257,0.108,1,0xF8IIySZUL4lrh92UE3O7,2
0.402,127.059,0.223,0.0385,0,5kayymwaZyTtdGilvwJQw5,7
0.451,139.908,0.876,0.353,1,1CjiAOoegmUDgbhKzAqSkl,8
0.308,104.679,0.324,0.193,0,1K2qPDIqk0DdvAsARjCmGt,9
0.593,110.983,0.29,0.161,1,11A85UqLSvYdT8Lxba3nVL,5
0.586,119.822,0.4,0.315,1,5AHam2qo8G5SqYtmqVIAq6,5
0.674,110.031,0.601,0.455,0,300r68E8TGRV1xoLatMgek,13
0.557,125.011,0.723,0.354,1,5Q92iqDv61uNqMLABwdqWW,0
0.685,107.858,0.476,0.272,1,47iizIcROe1dhW3ii9cvTf,5
0.566,119.856,0.338,0.41,1,5lyamXh1WgObdOl7Cmsgol,5
0.627,112.95,0.611,0.772,1,1PBI1RLuIDmwwpOpm42qMg,12
0.56,124.121,0.437,0.381,1,550aWNppgjke6wF5lepBbG,5
0.421,134.179,0.701,0.311,0,1zFTuPPXc1pn2W1LXNQ9ND,3
0.692,125.04,0.383,0.371,1,3uXVW7yEmJvVeslQae2dc3,5
0.491,121.684,0.359,0.175,1,77Rx3xMZWX1NxEUnFwQavQ,2
0.643,126.041,0.388,0.0652,0,6EJAP09tSNsp7kBhtC8Fcg,13
0.412,120.363,0.266,0.177,1,23meR9hk6hYjvMJjExeYE1,2
0.739,105.174,0.289,0.563,1,5HhEkkAFcGMYLQbF6GUa6C,5
0.576,115.639,0.523,0.433,0,6j7JXcBcgkqiMV7RMWzcpk,1
0.227,86.885,0.266,0.135,1,1yQ8FL5C0EUY3jGnEUzopj,14
0.505,64.929,0.274,0.11,1,5kyvAU6QooIxhMEtUOcIO3,14
